Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,IsMerge,MergeGroupSize
Mayerson Jcc,MAYERSON JCC,Non-Profit / Religious,Community center nonprofit,8134,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Mayerson the,MAYERSON THE,Commercial Real Estate,Real Estate Development,531110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,themayersoncompany.com,FALSE,1
Mayfield Clinic,MAYFIELD CLINIC,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Mayfield Clinic'),,,FALSE,1
Mayfield Medical,MAYFIELD MEDICAL,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Mayfield Medical Llc C/O Crown Medrealty'),,,FALSE,1
Maywest,MAYWEST,Individual / Misc,,,Rule-Based,,High,"Matched personal-name pattern; Deterministic keyword/pattern match (evidence: 'Maywest, Llc')",,,FALSE,1
Mazak,MAZAK,Manufacturing,Machine tools manufacturing,3335,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,TRUE,2
Mbm Refrigeration,MBM REFRIGERATION,Commercial Services,Commercial HVAC/R Services,811310,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,mbmrefrigeration.com,FALSE,1
Mbx Biosciences,MBX BIOSCIENCES,Manufacturing,Biotech (verify mfg vs R&D),3254,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Mch,MCH,Commercial Real Estate,Real Estate Services,531210,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Mclane,MCLANE,Commercial Services,Wholesale distribution,4244,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Mclane Distribution,MCLANE DISTRIBUTION,Commercial Services,Wholesale distribution,4244,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Mclane Foodservice Distribution,MCLANE FOODSERVICE DISTRIBUTION,Commercial Services,Wholesale distribution,4244,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Mclean County Fiscal Court,MCLEAN COUNTY FISCAL COURT,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Mclean County Fiscal Court'),,,TRUE,2
Mcquay International,MCQUAY INTERNATIONAL,Manufacturing,HVAC Equipment Mfg,333415,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,daikinapplied.com,FALSE,1
Mcscrooges Wines and Spirits,MCSCROOGES WINES AND SPIRITS,Commercial Services,Alcohol retail,4453,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Means Adult Primary Care Clinic,MEANS ADULT PRIMARY CARE CLINIC,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Means Adult Primary Care Clinic'),,,FALSE,1
Mechanical Systems of Dayton,MECHANICAL SYSTEMS OF DAYTON,Construction,Mechanical contractor,2382,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Meco,MECO,Manufacturing,Consumer Goods Mfg (Grills),335220,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,mecocorp.com,FALSE,1
Medic Dba Medic Regional Blood Center,MEDIC DBA MEDIC REGIONAL BLOOD CENTER,Commercial Services,Blood center,6219,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Medicount Management,MEDICOUNT MANAGEMENT,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Medicount Management'),,,FALSE,1
Medpace,MEDPACE,Healthcare / Senior Living,Clinical research organization,5417,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Megacity of Cincinnati,MEGACITY OF CINCINNATI,Construction,General Contractor,236220,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,megacityofcincinnati.com,FALSE,1
Megan Carty,MEGAN CARTY,Individual / Misc,Individual,,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Megen Construction,MEGEN CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Megen Construction Co.'),,,FALSE,1
Melaleuca,MELALEUCA,Commercial Services,Consumer products (direct sales),4543,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Melink,MELINK,Commercial Services,Energy efficiency services,5413,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Melink Solar,MELINK SOLAR,Commercial Services,Energy efficiency services,5413,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Mellow River Dba HH2HOME,MELLOW RIVER DBA HH2HOME,Commercial Services,Furniture Distribution,423210,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Melrose Place Tennessee General Partnership Dba Melrose Place,MELROSE PLACE TENNESSEE GENERAL PARTNERSHIP DBA MELROSE PLACE,Commercial Real Estate,Property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Mercer County Board of Education,MERCER COUNTY BOARD OF EDUCATION,Public Schools (K–12),,611,Rule-Based,,High,Matched public school district keyword; Deterministic keyword/pattern match (evidence: 'Mercer County Board Of Education'),,,FALSE,1
Mercy Academy,MERCY ACADEMY,Private Schools (K–12),,611,Rule-Based,,High,Matched private school keyword; Deterministic keyword/pattern match (evidence: 'Mercy Academy'),,,FALSE,1
Meridian Management,MERIDIAN MANAGEMENT,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Meridian Management Corp.'),,,FALSE,1
Merlin King,MERLIN KING,Individual / Misc,Individual (verify),,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Messer Construction,MESSER CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Messer Construction Co'),,,FALSE,1
Metal Improvement,METAL IMPROVEMENT,Commercial Services,Metal fabrication/services,3323,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Metal Tech Building Specialists,METAL TECH BUILDING SPECIALISTS,Construction,Metal building contractor,2362,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Metalkraft Coachwerkes,METALKRAFT COACHWERKES,Commercial Services,Vehicle upfitting,3363,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Metcalfe County Fiscal Court,METCALFE COUNTY FISCAL COURT,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Metcalfe County Fiscal Court'),,,FALSE,1
Metzcor,METZCOR,Healthcare / Senior Living,Adult Day Care / Disability Services,624120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,metzcor.com,FALSE,1
Miami Valley Gaming and Racing,MIAMI VALLEY GAMING AND RACING,Commercial Services,Gaming/casino,7132,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,FALSE,1
Midamerica Mgmtwest Crescentville,MIDAMERICA MGMTWEST CRESCENTVILLE,Commercial Real Estate,Property mgmt/entity,5313,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Middle Tenneesse State University,MIDDLE TENNEESSE STATE UNIVERSITY,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'Middle Tenneesse State University'),,,FALSE,1
Middle Tennessee Christian School,MIDDLE TENNESSEE CHRISTIAN SCHOOL,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Middle Tennessee Christian School'),,,FALSE,1
Middletown Management,MIDDLETOWN MANAGEMENT,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Middletown Management'),,,FALSE,1
Midpark Knoxville,MIDPARK KNOXVILLE,Commercial Real Estate,Business Park,531120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Midsouth Building III Reit,MIDSOUTH BUILDING III REIT,Commercial Real Estate,REIT/property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Midwest Builders,MIDWEST BUILDERS,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Mid-West Builders Inc'),,,FALSE,1
Midwest Eye Institute,MIDWEST EYE INSTITUTE,Healthcare / Senior Living,Eye care / clinic,6213,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Midwest Finishing Systems,MIDWEST FINISHING SYSTEMS,Commercial Services,Industrial finishing services,3328,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Midwest Mold and Texture,MIDWEST MOLD AND TEXTURE,Commercial Services,Mold/texturing services,3335,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Midwest Properties,MIDWEST PROPERTIES,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Midwest Properties'),,,TRUE,2
Midwest Sea Salt,MIDWEST SEA SALT,Manufacturing,Personal Care Mfg,325620,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,midwestseasaltcompany.com,FALSE,1
Mig Partners,MIG PARTNERS,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Mig Partners C/O Avison Young'),,,FALSE,1
Mike Albert,MIKE ALBERT,Commercial Services,Fleet/leasing services,5321,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Milacron,MILACRON,Manufacturing,Plastics machinery,3332,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Milacron Plastics Technology Group,MILACRON PLASTICS TECHNOLOGY GROUP,Manufacturing,Plastics machinery,3332,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Milestone Contractors,MILESTONE CONTRACTORS,Construction,Civil contractor,2373,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Mechanical Contractor,,FALSE,1
Miljavac Electric,MILJAVAC ELECTRIC,Utilities,,22,Rule-Based,,High,Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Miljavac Electric Corporation'),,,FALSE,1
Mill Creek Baptist Church,MILL CREEK BAPTIST CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Mill Creek Baptist Church'),,,FALSE,1
Millan Enterprises,MILLAN ENTERPRISES,Commercial Real Estate,Real Estate Investment,531110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,millanenterprises.com,FALSE,1
Millan Enterprises Billing,MILLAN ENTERPRISES BILLING,Commercial Services,Ambiguous,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Millat Industries,MILLAT INDUSTRIES,Manufacturing,Precision Machining,332710,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,millatindustries.com,FALSE,1
Miller Valentine Group,MILLER VALENTINE GROUP,Commercial Services,Real estate development/services,5313,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Millers Textile Services,MILLERS TEXTILE SERVICES,Commercial Services,Textile rental services,8123,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,TRUE,2
Ministry Brands,MINISTRY BRANDS,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Ministry Brands'),,,FALSE,1
Mitsubishi Electric US Cooling and Heating,MITSUBISHI ELECTRIC US COOLING AND HEATING,Utilities,,22,Rule-Based,,High,Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Mitsubishi Electric Us Cooling & Heating'),,,FALSE,1
Mitsui Kinzoku Catalysts America,MITSUI KINZOKU CATALYSTS AMERICA,Manufacturing,Chemical catalysts,325,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Mj Harris Construction Services,MJ HARRIS CONSTRUCTION SERVICES,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Mj Harris Construction Services Llc'),,,FALSE,1
Ml Barnard,ML BARNARD,Construction,Commercial Contractor,236220,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,mlbarnard.com,FALSE,1
Mobejoe Holdings,MOBEJOE HOLDINGS,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Mobejoe Holdings Llc'),,,FALSE,1
Modernfold,MODERNFOLD,Individual / Misc,,,Rule-Based,,High,"Matched personal-name pattern; Deterministic keyword/pattern match (evidence: 'Modernfold, Inc')",,,FALSE,1
Moeller Precision Tool,MOELLER PRECISION TOOL,Manufacturing,Precision machining,3327,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Momentum,MOMENTUM,Construction,Design-Build Firm,541310,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,momentumbuilds.com,FALSE,1
Monaire,MONAIRE,Manufacturing,HVAC Tech / Cleantech,333415,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,monaire.ai,FALSE,1
Mondelez Global,MONDELEZ GLOBAL,Manufacturing,Food manufacturing,311,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Monoprice,MONOPRICE,Commercial Services,E-commerce retail,4541,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,FALSE,1
Monroe County Justice Center,MONROE COUNTY JUSTICE CENTER,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Monroe County Justice Center'),,,FALSE,1
Monster Golf,MONSTER GOLF,Commercial Services,Recreation/entertainment,7139,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Montgomery Animal Hospital,MONTGOMERY ANIMAL HOSPITAL,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Montgomery Animal Hospital'),,,FALSE,1
Montgomery Community Baptist Church Montgomery Road,MONTGOMERY COMMUNITY BAPTIST CHURCH MONTGOMERY ROAD,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Montgomery Community Baptist Church Montgomery Road'),,,FALSE,1
Montgomery Community Church,MONTGOMERY COMMUNITY CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Montgomery Community Church'),,,FALSE,1
Montgomery County Education Center,MONTGOMERY COUNTY EDUCATION CENTER,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Montgomery County Education Center'),,,FALSE,1
Montgomery General Hospital,MONTGOMERY GENERAL HOSPITAL,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Montgomery General Hospital'),,,FALSE,1
Moonshine Mountain Cookie,MOONSHINE MOUNTAIN COOKIE,Commercial Services,Food service/retail,7225,Heuristic,Final,High,Analyst-approved override (method: Heuristic),Hospitality,,FALSE,1
More Than a Bakery,MORE THAN A BAKERY,Commercial Services,Bakery/food service,7225,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Morehead Utility Plant Board Water Treament Plant,MOREHEAD UTILITY PLANT BOARD WATER TREAMENT PLANT,Utilities,,22,Rule-Based,,High,Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Morehead Utility Plant Board Water Treament Plant'),,,FALSE,1
Morgan County IN,MORGAN COUNTY IN,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Morgan County IN'),,,TRUE,2
Morgan Foods,MORGAN FOODS,Manufacturing,Food manufacturing,311,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
