Customer Key,Customer Name,Address1,City,State,Zip,Project Revenue,Service Contract Revenue,T&M Revenue,Total Revenue
NV00032SERV_GP,LIFE CARE CENTER OF HICKORY WOODS,4200 MURFREESBORO PIKE,ANTIOCH,TN,37013,$26898,,$0,$26898
TN992035SERV_GP,LIFETIME PRODUCTS INC,PO BOX 160010,CLEARFIELD,UT,84016,$96259,$163558,$78091,$337908
DY990919SERV_GP,LILLIBRDIGE HEALTHCARE SERVICES INC,500 N HURSTBOURNE PKWY STE 200,Louisville,KY,40222,$75923,$5796,$9034,$90753
IN990300SERV_GP,LILLIBRIDGE HEALTHCARE,8402 HARCOURT RD,Indianapolis,IN,46260,$313053,,$179672,$492724
DY990903SERV_GP,LILLIBRIDGE HEALTHCARE SERVICES INC - RIVERSIDE CAMPUS,500 NORTH HURSTBOURNE PKWY STE 200,Louisville,KY,40222,$118638,$15246,$14608,$148492
TN991989SERV_GP,LIMA USA INC,2099 THUNDERHEAD RD STE 302,KNOXVILLE,TN,37922,,$8828,$17832,$26660
DY991004SERV_GP,LINDY-DAYTON TOWERS LLC,3445 NEWMARK DR,MIAMISBURG,OH,45342,,,$618,$618
LX990464SERV_GP,LINK BELT CRANES,2657 PALUMBO DRIVE,LEXINGTON,KY,40509,,$2200,,$2200
CN992107SERV_GP,LINKS UNLIMITED,1101 REGINA GRAETER WAY,Cincinnati,OH,45216,,$28051,$22498,$50548
LIPPERT COMPON.MECH_GP,"Lippert Components, Inc.",2602 College Ave,Goshen,IN,46528-5014,$68957,,,$68957
LIPPS&SONMECH_GP,LIPPS & SON CONSTRUCTION CO,8070 READING ROAD,Cincinnati,OH,45237,$11180,,,$11180
IN990191SERV_GP,LIQUIDITY SERVICES INC,6931 ARLINGTONRD,BETHESDA,MD,20814,,$7273,$3450,$10723
CN992077SERV_GP,LITHKO CONTRACTING LLC,5353 HAMILTON MIDDLETOWN RD,Liberty Township,OH,45011,$10728,$10421,$18338,$39487
NV00138SERV_GP,LIVING HOPE BAPTIST CHURCH,1805 WESTEN STREET,BOWLING GREEN,KY,42104,$119061,$480060,$66202,$665323
NV00144SERV_GP,LOGAN MEMORIAL HOSPITAL,1625 NASHVILLE ST,RUSSELLVILLE,KY,42276,,$6956,$0,$6956
CN991201SERV_GP,L'OREAL USA,77 DEANS RHODE HALL ROAD,MONMOUTH JUNCTION,NJ,08852,$38860,$35955,$79662,$154477
LV950012SERV_GP,LOUISVILLE BEDDING,10400 BUNSEN WAY,Louisville,KY,40299,$9065,$119838,$16492,$145395
LV990528SERV_GP,LOUISVILLE CENTRAL COMMUNITY CENTER INC,1300 W MUHAMMAD ALI BLVD,Louisville,KY,40203,,,$888,$888
LV990484SERV_GP,LOUISVILLE ENDOSCOPY CENTER,1400 POPLAR LEVEL RD,Louisville,KY,40217,,$26260,$105308,$131568
LV990475SERV_GP,LOUISVILLE IL-AL OPERATIONS LLC DBA HARMONY AT TUCKER STATION,4423 PHEASANT RIDGE RD STE201,ROANOKE,VA,24014,,,$3102,$3102
LV990497SERV_GP,LOUISVILLE PUBLC WAREHOUSE DBA AMERICA PLACE,101 LOGISTICS AVE,JEFFERSONVILLE,IN,47130,,,$2522,$2522
LV990533SERV_GP,LOUISVILLE SEMINARY,1044 ALTA VISTA RD,LOUISIVILLE,KY,40205,,,$6288,$6288
LV990468SERV_GP,LOUISVILLE TOWER PROPERTIES LLC,5253 W 16TH,Indianapolis,IN,46224,$7500,$120900,$160409,$288809
LV990460SERV_GP,LOUISVILLE VEGAN JERKY COMPANY,1311 S SHELBY ST,Louisville,KY,40217,,$32402,$36611,$69012
TN992052SERV_GP,LUAPA APOSTOLIC CHURCH,1350 OAK RIDGE TURNPIKE,OAK RIDGE,TN,37830,,,$915,$915
CN992086SERV_GP,LUCAS OIL LATE MODEL DIRT SERIES,299 HASKELL LANE,Batavia,OH,45103,,,$1329,$1329
DY991056SERV_GP,LULULEMON,2200 SPIEGEL DR.,GROVEPORT,OH,43125,$7504,$29936,$93516,$130956
LULULEMONMECH_GP,LULULEMON USA INC.,2200 SPIEGEL DRIVE,GROVEPORT,OH,43125,$393815,,,$393815
IN980021SERV_GP,LUTHERAN HIGH SCHOOL,5555 S. ARLINGTON AVENUE,Indianapolis,IN,46237,$182177,$68818,$0,$250995
CN991339SERV_GP,LUXOTTICA RETAIL,PO BOX 8506,Mason,OH,45040-110,$56628,$214914,$233493,$505035
CN992244SERV_GP,LW OFFICE FURNITURE WAREHOUSE,1900 SECTION RD,Cincinnati,OH,45237,,$11135,$7076,$18211
LV990420SERV_GP,M&H CABINETS,3460 E JOHN ROWAN BLVD,BARDSTOWN,KY,40004,,,$12681,$12681
ME LYONSMECH_GP,M.E. Lyons YMCA,8108 Clough Pike,Cincinnati,OH,45244,$24185,,,$24185
MA FOLKESMECH_GP,MA Folkes Company,3095 McBride Ct,HAMILTON,OH,45011,$16900,,,$16900
NV00079SERV_GP,MAC PAPERS NASHVILLE,5501 CROSSINGS CIRCLE,ANTIOCH,TN,37013,,$19404,$26280,$45684
DY991161SERV_GP,MACYS BACKSTAGE DISTRIBUTION CENTER,7145 RICKENBACKER PKWY W,Columbus,OH,43217,,,$11013,$11013
DY991027SERV_GP,MAD RIVER SCHOOLS,1900 HARSHMAN RD,RIVERSIDE,OH,45424,$6726,,,$6726
NV15003SERV_GP,MADISON ACADEMY,100 ACADEMY RD,MADISON,TN,37115,$25818,$14440,$22474,$62732
LX990310SERV_GP,MADISON COUNTY FISCAL COURT,PO BOX 1120,RICHMOND,KY,40476,$43956,$157442,$115154,$316552
MADISON COUNTYMECH_GP,MADISON COUNTY FISCAL COURT,PO BOX 1120,RICHMOND,KY,40476-1120,$7289703,,,$7289703
TN992120SERV_GP,MADISON ST APARTMENTS LLC,PO BOX 12605,Salem,OR,97309,,,$412,$412
DY991074SERV_GP,MADISON/CHAMPAIGN EDUCATIONAL SERVICE CENTER,2200 US HWY 68 SOUTH,Urbana,OH,43078,,$15569,$14133,$29702
TN992185SERV_GP,MAG CONSTRUCTION,1772 AMHERST RD,KNOXVILLE,TN,37909,$190191,,$472,$190663
CN992175SERV_GP,MAGGIE SUTTON,46 N LAKE AVE,Cincinnati,OH,45246,$7484,,,$7484
CN992197SERV_GP,MAGNA PROPERTIES,2935 STILLWELL BECKETT RD,HAMILTON,OH,45013,$20538,$15579,$13295,$49411
CN992195SERV_GP,MAGNA PROPERTIES LTD,6890 JENNIFER LYNN DR.,Cincinnati,OH,45248,,,$272,$272
NV00081SERV_GP,MAGNOLIA CAPITAL INVESTMENTS,3817 BEDFORD AVENUE SUITE 220,NASHVILLE,TN,37215,$9487,,,$9487
TN992152SERV_GP,MAGNOLIA CHEROKEE MILLS LP,10 BURTON HILLS BLVD STE 220,NASHVILLE,TN,37215,$63795,$80576,$35479,$179850
NV15024SERV_GP,MAGNOLIA HILLSBORO LP,10 BURTON HILLS BLVD,NASHVILLE,TN,37215,$488733,$16944,$37093,$542770
MAGNUMMECH_GP,"Magnum Piering , Inc.",6082 Schumacher Park Dr,WEST CHESTER,OH,45069,$3685,,,$3685
TN991918SERV_GP,MALIBU BOATS,5075 KIMBERLY WAY,LOUDON,TN,37774,$370526,,$10115,$380641
MANEINCMECH_GP,MANE INC,2501 HENKLE DRIVE,LEBANON,OH,45036,$7040,,,$7040
CN992305SERV_GP,MANTIS INNOVATION,6312 S FIDDLERS GREEN CIR,GREENWOOD VILLAGE,CO,80111,$150318,,,$150318
TN200308SERV_GP,MANUFACTURING SCIENCE CORPORATION,804 S. ILLINOIS,OAK RIDGE,TN,37830,$304754,$90334,$118055,$513143
IN990460SERV_GP,MARANATHA HAITIAN SDA CHURCH,3325 LOWRY ROAD,Indianapolis,IN,46222,,,$572,$572
IN990092SERV_GP,MARBLE PRODUCTS INTERNATIONAL,8818 CORPORATION DR,Indianapolis,IN,46256,,$1500,,$1500
CN992173SERV_GP,MARCIA HARTSOCK,400 PIKE STREET,Cincinnati,OH,45202,$8084,,,$8084
CN992168SERV_GP,MARK BRANDS,400 PIKE STREET,Cincinnati,OH,45202,$7484,,,$7484
LV990444SERV_GP,MARK LAUGHNER,8207 HARVEST COURT,CHARLESTOWN,IN,47111,,,$2500,$2500
CN992212SERV_GP,MARK SPAULDING CONSTRUCTION,5785 CONSTITUTION DR,Florence,KY,41042,$27057,,$3079,$30136
MARK SPAULDMECH_GP,MARK SPAULDING CONSTRUCTION COMPANY,5785 Constitution Drive,Florence,KY,41042,$5076828,,,$5076828
LX990410SERV_GP,MARKSBURY FARM,7907 NICHOLASVILLE RD,LANCASTER,KY,40444,,,$497,$497
IN990298SERV_GP,MARKSMEN CONSTRUCTION,2611 WATERFRONT PARKWAY EAST DR,INDY,IN,46214,$6525,,$0,$6525
CN992033SERV_GP,MARS CHOCOLATE,250 WEST COURT ST,Cincinnati,OH,45202,,,$1598,$1598
WV990296SERV_GP,MARSHALL HEALTH NETWORK ARENA,1 CIVIC CENTER PLAZA,HUNTINGTON,WV,25701,,,$1144,$1144
WV990224SERV_GP,MARSHALL RECREATION CENTER,402 THUNDERING HERD DR,HUNTINGTON,WV,25755,$94548,$357857,$102301,$554705
LV990057SERV_GP,"MARTINREA HEAVY STAMPING, INC.",1000 OLD BRUNERSTOWN RD,SHELBYVILLE,KY,40065,$94329,,$53885,$148214
TN992110SERV_GP,MARY K. BRIGGS,202 MAYFLOWER DRIVE,KNOXVILLE,TN,37920,,,$835,$835
CN992190SERV_GP,MARY QUEEN OF HEAVEN PARISH,1140 DONALDSON HWY,Erlanger,KY,41018,$168097,$34834,$88867,$291798
LX000005SERV_GP,MARY QUEEN OF THE HOLY ROSARY,601 HILL N DALE,LEXINGTON,KY,40503,$356655,$118905,$292741,$768301
DY990877SERV_GP,MARY RUTAN HOSPITAL,205 PALMER AVENUE,BELLETONTAINE,OH,43311,$69560,$198810,$3544,$271914
MARYANNSTRAYLEYMECH_GP,MARYANN STRALEY,627 LEXINGTON,TERRACE PARK,OH,45174,$6449,,,$6449
TN992140SERV_GP,MARYVILLE COLLEGE FACILITIES DEPT,502 E LAMAR ALEXANDER PKWY,MARYVILLE,TN,37804,,,$1111,$1111
NV00098SERV_GP,MASONITE CORPORATION,1 PREMDOR DR,DICKSON,TN,37055,,$17304,$81406,$98710
CN890003SERV_GP,MASS MARKETING INC.,7209 DIXIE HIGHWAY,FAIRFIELD,OH,45014,$4998,$8730,$12634,$26362
TN992215SERV_GP,"MASSEY CONSTRUCTION INC, DBA MASSEY MECHANICAL",3204 REGAL DR,ALCOA,TN,37701,$76437,,$0,$76437
TN992108SERV_GP,MASSEY SERVICES INC,315 GROVELAND ST,ORLANDO,FL,32804,,,$4222,$4222
MASTERS PHARMMECH_GP,MASTERS PHARMACEUTICALS,3600 PHARMA WAY,Mason,OH,45036,$143,,,$143
MATANDY REALTYMECH_GP,MATANDY REALTY LTD,PO BOX 1186,HAMILTON,OH,45012,$75318,,,$75318
CN991256SERV_GP,MATANDY STEEL & METAL PRODUCTS,1140 CENTRAL AVENUE,HAMILTON,OH,45011,,$6101,$1662,$7763
MATANDYMECH_GP,MATANDY STEEL & METALS,1140 CENTRAL AVENUE,HAMILTON,OH,45011,$6250,,,$6250
DY991037SERV_GP,MATILDA DEVELOPMENT LLC,8010 DEERSHADOW LN,Cincinnati,OH,45242,$18612,,$2572,$21184
LV990441SERV_GP,MATRIX TECHNOLOGIES,1760 INDIAN WOOD CIRCLE,MAUMEE,OH,43537,$1623655,,$3527,$1627182
NV00161SERV_GP,MATT WARREN RENTAL,7277 CHARLOTTE PK UNIT 239,NASHVILLE,TN,37209,$4907,,$1422,$6329
NV15010SERV_GP,MATT WILLIAMS RESIDENCE,4145 MILES JOHNSON PKWY,SPRINGHILL,TN,37174,,,$375,$375
MATTARMECH_GP,MATTAR ELECTIC,9026 Sutton Pl,HAMILTON,OH,45011,$386,,,$386
CN991814SERV_GP,MAX TECHNICAL TRAINING,4900 PARKWAY DR STE160,Mason,OH,45040,,$8015,$4280,$12294
NV00156SERV_GP,MAYDAY BREWERY,726 ST. FRANCIS AVE,SMYRNA,TN,37167,,$11361,$8471,$19832
MAYEMECH_GP,Mayers Construction,8649B Cincinnati-Columbus Rd.,WEST CHESTER,OH,45069,$185379,,,$185379
MAYERSONMECH_GP,"MAYERSON COMPANY, THE",312 Walnut Street,Cincinnati,OH,45202,$388,,,$388
MAYERSON JCCMECH_GP,Mayerson JCC,8485 Ridge Rd,Cincinnati,OH,45236,$3500,,,$3500
MAYFIELDMECH_GP,Mayfield Clinic,506 Oak St,Cincinnati,OH,45219,$315845,,,$315845
CN992044SERV_GP,"MAYWEST, LLC",11590 CENTURY BLVD,Cincinnati,OH,45246,,$9693,$5056,$14749
CN992125SERV_GP,MAZAK,PO BOX 970,Florence,KY,41022,,$8208,$977,$9185
MAZAK CORPORATIMECH_GP,MAZAK CORPORATION,6850 INDUSTRIAL ROAD,Florence,KY,41042,$6775,,,$6775
TN992088SERV_GP,MBI COMPANIES INC,299 N WEISGARBER RD,KNOXVILLE,TN,37919,$11967,,,$11967
LX200421SERV_GP,MBM REFRIGERATION,"ATTN: EXPENSE DEPARTMENT, V#31184",ROCKY MOUNTAIN,NC,27802,$913423,$60932,$215142,$1189497
IN990521SERV_GP,MBX BIOSCIENCES INC,11711 N MERIDIAN STREET,CARMEL,IN,46032,,,$12712,$12712
CN992121SERV_GP,MCCREA PROPERTY GROUP,9102 N MERIDIAN ST,Indianapolis,IN,46260,$13468,,,$13468
TN991457SERV_GP,MCH CORPORATION,PO BOX 720,SWEETWATER,TN,37874,,$26184,$9439,$35623
MCLANEMECH_GP,"MCLANE COMPANY, INC.",4747 MCLANE PARKWAY,TEMPLE,TX,78504,$396245,,,$396245
LX990395SERV_GP,MCLANE DISTRIBUTION,1040 BAKER LN,NICHOLASVILLE,KY,40356,$26199,,$49913,$76112
MCLANE FOODMECH_GP,MCLANE FOODSERVICE DISTRIBUTION,1985 INTERNATIONAL WAY,Hebron,KY,41048,$1583,,,$1583
MCLEANMECH_GP,MCLEAN COUNTY FISCAL COURT,210 MAIN STREET,CALHOUN,KY,42327,$2032335,,,$2032335
LV990508SERV_GP,MCLEAN COUNTY FISCAL COURT,PO BOX 127,CALHOUN,KY,42327,,$9392,$12195,$21587
MCQUAY INTMECH_GP,MCQUAY INTERNATIONAL,5524 W RAYMOND ST,Indianapolis,IN,46241,$2581,,,$2581
TN991428SERV_GP,MCSCROOGE'S WINES & SPIRITS,307 NORTH  PETERS RD,KNOXVILLE,TN,37922,,$10232,$0,$10232
LX990365SERV_GP,MEANS ADULT PRIMARY CARE CLINIC,1145 W LEXINGTON AVE STE A,Winchester,KY,40391,,$8309,$925,$9234
MECHANICAL SYSMECH_GP,Mechanical Systems of Dayton,4401 Springfield Street,Dayton,OH,45431,$2606,,,$2606
TN991908SERV_GP,MECO CORPORATION,1500 INDUSTRIAL RD,Greenville,TN,37745,$207800,,$175006,$382806
TN992122SERV_GP,MEDIC INC DBA MEDIC REGIONAL BLOOD CENTER,1601 AILOR AVE,KNOXVILLE,TN,37921,$327191,$47910,$99302,$474404
CN992031SERV_GP,MEDICOUNT MANAGEMENT,10361 SPARTAN DR,Cincinnati,OH,45215,$2354,$5624,$4525,$12504
MEDPACEMECH_GP,Medpace,5375 Medpace Way,Cincinnati,OH,45227,$120894,,,$120894
DY991005SERV_GP,MEGACITY OF CINCINNATI LLC,222 N ST CLAIR ST,Dayton,OH,45402,$35785,,$1025,$36810
CN992193SERV_GP,MEGAN CARTY,400 PIKE STREET,Cincinnati,OH,45202,$7886,,$632,$8518
MEGENMECH_GP,Megen Construction Co.,11130 Ashburn Rd,Cincinnati,OH,45240,$2020097,,,$2020097
TN991223SERV_GP,"MELALEUCA, INC.",PURCHASER/BUYER,KNOXVILLE,TN,37914,$1206404,$317978,$229590,$1753972
MELINKMECH_GP,MELINK CORPORATION,5140 RIVER VALLEY ROAD,Milford,OH,45150,$304822,,,$304822
CN990952SERV_GP,MELINK SOLAR LLC,5140 RIVER VALLEY ROAD,Cincinnati,OH,45150,,,$1672,$1672
LV990327SERV_GP,MELLOW RIVER INC DBA HH2HOME,2501 EXPORT DR,Louisville,KY,40219,,$16223,$8870,$25093
TN991465SERV_GP,MELROSE PLACE TENNESSEE GENERAL PARTNERSHIP (DBA MELROSE PLACE),10 BROOK ST SUITE 205,ASHEVILLE,NC,28803,$8907,$11760,$3966,$24633
CN992216SERV_GP,MEL'S AUTO GLASS INC,11775 READING RD,Cincinnati,OH,45241,$4632,,,$4632
WV990300SERV_GP,MERCER COUNTY BOARD OF EDUCATION,PO BOX 5489/1403 HONAKER AVE,PRINCETON,WV,24740,$44968,,,$44968
LV990518SERV_GP,MERCY ACADEMY,5801 FEGENBUSH LN,Louisville,KY,40228,,,$1775,$1775
MERIMECH_GP,Meridian Management Corp.,229 Madison Ave.,COVINGTON,KY,41011,$3959,,,$3959
IN990345SERV_GP,"MERLIN KING, INC.",39 WEST JACKSON PLACE,Indianapolis,IN,46225,,,$872,$872
MESSERMECH_GP,MESSER CONSTRUCTION CO,2495 Langdon Farm Rd,Cincinnati,OH,45237,$16480873,,,$16480873
CN970192SERV_GP,METAL IMPROVEMENT COMPANY,11131 LUSCHEK DRIVE,Cincinnati,OH,45241,,$5185,$1135,$6320
CN991498SERV_GP,METAL TECH BUILDING SPECIALISTS,"575 KIRTLAND ST, S.W.",GRAND RAPIDS,MI,49507,$313270,$38606,$59789,$411665
METALKRAFTMECH_GP,METALKRAFT COACHWERKES,3997 McMANN RD,Cincinnati,OH,45245,$82967,,,$82967
LX990442SERV_GP,METCALFE COUNTY FISCAL COURT,PO BOX 149,EDMONTON,KY,42129,,$8758,$3767,$12525
CN992227SERV_GP,METZCOR,2859 BOUDINOT AVE,Cincinnati,OH,45238,$143286,,$4220,$147506
CN992302SERV_GP,MIAMI VALLEY GAMING &  RACING LLC,6000 STATE ROUTE 63,LEBANON,OH,45036,,,$3000,$3000
CN992144SERV_GP,MID-AMERICA MGMT/WEST CRESCENTVILLE,NXS# PERFECT - 0913,MERRIFIELD,VA,22116-7715,$1276740,,$2266,$1279006
MIDDLE TENN UNIMECH_GP,MIDDLE TENNEESSE STATE UNIVERSITY,PO BOX 32,MURFREEBORO,TN,37132,$9750,,,$9750
NV00080SERV_GP,MIDDLE TENNESSEE CHRISTIAN SCHOOL,100 MTCS ROAD,MURFREESBORO,TN,37129,$29897,$78376,$20717,$128990
MIDDLETOWN MGMNMECH_GP,MIDDLETOWN MANAGEMENT,4404 BUCKEYE LANE,BEAVER CREEK,OH,45440,$108020,,,$108020
TN992171SERV_GP,"MIDPARK KNOXVILLE, LLC",4001 PELHAM RD,GREER,SC,29650,,,$3097,$3097
NV15056SERV_GP,MIDSOUTH BUILDING III REIT LLC C/O FOUNDRY COMMERCIAL,511 UNION ST SUITE 810,NASHVILLE,TN,37219,,,$2630,$2630
CN992348SERV_GP,MID-WEST BUILDERS INC,7610 W HIGHWAY 146,PEEWEE VALLEY,KY,40056,$5108,,$0,$5108
CN950295SERV_GP,MIDWEST EYE INSTITUTE,4452 EASTGATE DRIVE,Cincinnati,OH,45245,$9617,$9944,$5626,$25187
MIDWEST FINISHIMECH_GP,"MIDWEST FINISHING SYSTEMS, INC.",1906 CLOVER RD,MISHAWAKA,IN,46545,$27139,,,$27139
MIDWEST MOLDMECH_GP,MIDWEST MOLD & TEXTURE CORP,4270 ARMSTRONG BLVD,Batavia,OH,45103,$140230,,,$140230
CN992013SERV_GP,MIDWEST PROPERTIES,11129 KENWOOD RD,Blue Ash,OH,45242,,,$6985,$6985
MIDWEST PROPMECH_GP,MIDWEST PROPERTIES,11129 KENWOOD RD,Blue Ash,OH,45242,$508200,,,$508200
TN992028SERV_GP,MIG PARTNERS C/O AVISON YOUNG,PO BOX 36901,CHAROLOTTE,NC,27236,$680770,$19360,$2775,$702904
MIKE ALBERTMECH_GP,MIKE ALBERT,10340 EVENDALE DR,CINCINNAIT,OH,45241,$23967,,,$23967
CN992034SERV_GP,MILACRON,4165 Half-Acre Rd.,Batavia,OH,45103,,,$482,$482
MILACRONMECH_GP,MILACRON PLASTICS TECHNOLOGY GROUP,4165 HALF ACRE ROAD,Batavia,OH,45103,$441400,,,$441400
IN200023SERV_GP,MILESTONE CONTRACTORS,2335 WEST RAYMOND ST,Indianapolis,IN,46241,$10885,$12631,$14467,$37983
CN992323SERV_GP,MILJAVAC ELECTRIC CORPORATION,1421 MITCHELL AVENUE,ST JOSEPH,MO,64503,$27193,,,$27193
LV990434SERV_GP,MILL CREEK BAPTIST CHURCH,431 POPLAR FLAT RD,BARDSTOWN,KY,40004,$39148,,$13828,$52976
NV00122SERV_GP,MILLAN ENTERPRISES - BILLING,126-A MAIN ST,CLARKSVILLE,TN,37040,,,$245,$245
TN992100SERV_GP,MILLAN ENTERPRISES LLC,126 MAIN ST. STE A,CLARKSVILLE,TENNESSE,37040,,,$985,$985
DY991163SERV_GP,MILLAT INDUSTRIES,4901 CROFTSHIRE DR,Dayton,OH,45440,,,$2014,$2014
MILLER-VALENTINMECH_GP,MILLER VALENTINE GROUP,9349 WATERSTONE BLVD,Cincinnati,OH,45249,$2072891,,,$2072891
DY991012SERV_GP,MILLER'S TEXTILE SERVICES,520 COMMERCE RD,WAPAKONETA,OH,45895,,,$11114,$11114
MILLER TEXTILEMECH_GP,MILLER'S TEXTILE SERVICES,PO BOX 239,WAPAKONETA,OH,45895,$110919,,,$110919
TN991990SERV_GP,MINISTRY BRANDS,10133 SHERRILL BLVD,KNOXVILLE,TN,37932,$7714,$4050,$6448,$18212
MITSUBISHIMECH_GP,Mitsubishi Electric US Cooling & Heating,2367 Progress Drive,Hebron,KY,41048,$7027,,,$7027
LX990474SERV_GP,"MITSUI KINZOKU CATALYSTS AMERICA, INC",1030 HOOVER BLVD,FRANKFORT,KY,40601,$127223,$2600,$4902,$134725
WV990139SERV_GP,MJ HARRIS CONSTRUCTION SERVICES LLC,ONE RIVERCHASE RIDGE,BIRMINGHAM,AL,35244,$386740,,$7193,$393933
CN992055SERV_GP,ML BARNARD INC,3229 OMINI DR,Cincinnati,OH,45245,$1141110,,,$1141110
ML BARNARDMECH_GP,ML Barnard Inc.,3229 Omni Drive,Cincinnati,OH,45245,$187810,,,$187810
DY991014SERV_GP,MOBEJOE HOLDINGS LLC,1780 S ALEX RD,Dayton,OH,45449,$20507,,$2023,$22530
IN990387SERV_GP,"MODERNFOLD, INC",215 WEST NEW RD,GREENFIELD,IN,46140,$161212,$15344,$28131,$204687
NV00137SERV_GP,MOELLER PRECISION TOOL,3048 OWEN DR,ANTIOCH,TN,37013,$6584,$9300,$10179,$26063
TN992231SERV_GP,MOMENTUM INC,83 S KING ST SUITE 500,SEATTLE,WA,98104,$76921,,,$76921
LV990521SERV_GP,MONAIRE INC,243 TRAPELO RD,WALTHAM,MA,02452,,,$7689,$7689
IN990386SERV_GP,MONDELEZ GLOBAL LLC,PO BOX 469014,San Antonio,TX,78246-9014,,$25704,$9434,$35138
CN992143SERV_GP,MONOPRICE,2270 LITTON LN,Hebron,KY,41048,,$11227,$6726,$17953
TN992111SERV_GP,MONROE COUNTY JUSTICE CENTER,4500 NEW HWY 68,MADISONVILLE,TN,37354,,$44664,$69506,$114170
MONSTER GOLFMECH_GP,Monster Golf,5645 Long Hunter Chase Dr,Liberty Twps,OH,45044,$7609,,,$7609
CN940169SERV_GP,MONTGOMERY ANIMAL HOSPITAL,7670 MONTGOMERY ROAD,Cincinnati,OH,45236,$16030,$5115,$5162,$26308
CN991537SERV_GP,MONTGOMERY COMMUNITY BAPTIST CHURCH MONTGOMERY ROAD,11251 MONTGOMERY ROAD,Cincinnati,OH,45249,$23836,$54366,$14074,$92276
MONTGOMERY COMMMECH_GP,MONTGOMERY COMMUNITY CHURCH,11251 MONTGOMERY RD,Cincinnati,OH,45249,$836,,,$836
MONT EDUCATIONMECH_GP,Montgomery County Education Center,200 South Keowee Street,"Dayton,",OH,45402,$6500,,,$6500
WV980032SERV_GP,MONTGOMERY GENERAL HOSPITAL,P.O. BOX 270,MONTGOMERY,WV,25136,$6236,,$49928,$56164
TN991790SERV_GP,MOONSHINE MOUNTAIN COOKIE COMPANY,7343 KINGSTON PIKE,KNOXVILLE,TN,37919,,,$784,$784
LX990447SERV_GP,MORE THAN A BAKERY,PO BOX 129,VERSAILLES,KY,40383,$21482,$295601,$68312,$385394
LX990494SERV_GP,MOREHEAD UTILITY PLANT BOARD WATER TREAMENT PLANT,450 FILTRATION RD,MOREHEAD,KY,40351,,,$3587,$3587
IN990147SERV_GP,MORGAN COUNTY ADMINISTRATION BULDING,180 SOUTH MAIN STREET,MARTINSVILLE,IN,46151,$277769,$162022,$139105,$578896
MORGAN COUNTYMECH_GP,MORGAN COUNTY BOARD OF COMMISSIONERS,180 S. MAIN STREET,MARTINSVILLE,IN,46151,$4288525,,,$4288525
LV200014SERV_GP,MORGAN FOODS INC.,90 WEST MORGAN ST.,Austin,IN,47102,$1051633,$1009992,$357983,$2419608
IN030015SERV_GP,MORNING POINTE,75 SOUTH MILFORD DRIVE,Franklin,IN,46131,$11650,,$16119,$27769
NV00005SERV_GP,MORNING POINTE - FRANKLIN,1005 GENERATIONS WAY,Franklin,TN,37064,$14351,$14755,$28010,$57116
NV00077SERV_GP,MORNING POINTE - LANTERN,1015 GENERATIONS WAY,Franklin,TN,37064,,$23422,$35198,$58620
TN991655SERV_GP,MORNING POINTE OF BRENTWOOD,1522 WILSON PIKE,BRENTWOOD,TN,37027,$8914,$16389,$21553,$46856
TN991659SERV_GP,MORNING POINTE OF CLINTON,960 SOUTH CHARLES G SEIVERS BLVD,CLINTON,TN,37716,,$5760,$3419,$9179
TN991656SERV_GP,MORNING POINTE OF COLUMBIA,2050 UNION PLACE,Columbia,TN,38401,,$4824,$673,$5497
TN991660SERV_GP,MORNING POINTE OF GREENVILLE,324 MT BETHEL RD,GREENEVILLE,TN,37745,,$5694,,$5694
TN992144SERV_GP,MORNING POINTE OF HARDIN VALLEY,2449 REAGAN ROAD,KNOXVILLE,TN,37931,,,$21759,$21759
TN991966SERV_GP,MORNING POINTE OF KNOXVILLE,9649 WESTLAND DR,KNOXVILLE,TN,37922,$6874,$33882,$49895,$90651
TN991657SERV_GP,MORNING POINTE OF LENOIR CITY,198 MORNING POINTE DRIVE,LENOIR CITY,TN,37772,,$6864,$3499,$10363
TN991661SERV_GP,MORNING POINTE OF LENOIR CITY - THE LANTERN,155 MORNING POINTE DR,LENOIR CITY,TN,37772,,$5220,$1852,$7072
TN991658SERV_GP,MORNING POINTE OF POWELL,7700 DANNAHER DRIVE,POWELL,TN,37849,,$4314,$9690,$14004
TN991654SERV_GP,MORNING POINTE OF TULLAHOMA,711 KINGS LANE,TULLAHOMA,TN,37388,,$3780,$0,$3780
TN992036SERV_GP,MORNING PT KNOXVILLE THE LANTERN,9647 WESTLAND DR,KNOXVILLE,TN,37922,,$35628,$61965,$97593
TN991974SERV_GP,MORRISTOWN UTILITY SYSTEMS,433 WEST FIRST NORTH STREET,MORRISTOWN,TN,37815,,$6660,,$6660
LV990151SERV_GP,MORTGAGE NETWORK,10529 A TIMBERWOOD CIRCLE,Louisville,KY,40223,,$3644,$240,$3884
CN940344SERV_GP,"MOTCH, MARJORIE",2353 BEDFORD AVE,Cincinnati,OH,45208,,$1228,$482,$1710
MOTIONINDUSTRIEMECH_GP,MOTION INDUSTRIES,4583 BRATE DRIVE,WEST CHESTER,OH,45011,$35320,,,$35320
MT VERNONMECH_GP,Mount Vernon Developmental Center,1250 Vernon View Drive,Mt Vernon,OH,43050,$5754,,,$5754
WV990291SERV_GP,MOUNTAIN LINEN SERVICE,PO BOX 70,SLATYFORK,WV,26291,,,$1885,$1885
