Master Customer Name,Master Customer Name Canonical,Industrial Group,Industrial Group Source,Industry Detail,Industry Detail Source,NAICS,NAICS Raw,NAICS Source,NAICS Sector Code,NAICS Sector Title,NAICS Subsector Code,NAICS Subsector Title,NAICS Industry Group Code,NAICS Industry Group Title,NAICS Industry Code,NAICS Industry Title,NAICS National Industry Code,NAICS National Industry Title,Method,Status,Confidence,Rationale,Support Category,Support Category Source,Company Website,Company Website Source,Company Logo URL,Company Logo URL Source,Company Logo URL (Apistemic),Company Logo URL (Apistemic) Source,Company Logo URL (Logo.dev),Company Logo URL (Logo.dev) Source,Enrichment Status,Enrichment Rationale,IsMerge,MergeGroupSize
Harlan County Fiscal Court,HARLAN COUNTY FISCAL COURT,Municipal / Local Government,Segmentation Logic,Local Government,Verified Enrichment,921110,921110,Verified Enrichment,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",92111,Executive Offices,921110,Executive Offices,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,judge-executive.harlanonline.net,Verified Enrichment,https://stgreen.blob.core.windows.net/logos/HARLAN_COUNTY_FISCAL_COURT.png,Master Logos,https://logos-api.apistemic.com/domain:judge-executive.harlanonline.net,Computed from Company Website,https://img.logo.dev/judge-executive.harlanonline.net?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Harmony at Tucker Station,HARMONY AT TUCKER STATION,Healthcare / Senior Living,Master Override,Senior Living / Assisted Living,Master Override,623312,623312,Master Override,62,Health Care and Social Assistance,623,Nursing and Residential Care Facilities,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,62331,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,623312,Assisted Living Facilities for the Elderly,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,harmonyseniorservices.com,Master Override,,,https://logos-api.apistemic.com/domain:harmonyseniorservices.com,Computed from Company Website,https://img.logo.dev/harmonyseniorservices.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Harper Auto,HARPER AUTO,Commercial Services,Master Override,New Car Dealers,Master Override,441110,441110,Master Override,44-45,Retail Trade,441,Motor Vehicle and Parts Dealers,4411,Automobile Dealers,44111,New Car Dealers,441110,New Car Dealers,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,harperauto.com,Master Override,,,https://logos-api.apistemic.com/domain:harperauto.com,Computed from Company Website,https://img.logo.dev/harperauto.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,TRUE,6
Harrington Plastics,HARRINGTON PLASTICS,Manufacturing,Master Override,Plastics Wholesale,Master Override,424610,424610,Master Override,42,Wholesale Trade,424,"Merchant Wholesalers, Nondurable Goods",4246,Chemical and Allied Products Merchant Wholesalers,42461,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,hipco.com,Master Override,,,https://logos-api.apistemic.com/domain:hipco.com,Computed from Company Website,https://img.logo.dev/hipco.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Harrison OH Partners,HARRISON OH PARTNERS,Commercial Services,Segmentation Logic,Real Estate Partnership,Verified Enrichment,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Heuristic,,Low,"Verified enrichment updated: NAICS, Industry Detail",,,,,,,,,,,Verified,,FALSE,1
Harvia US,HARVIA US,Manufacturing,Master Override,Sauna & Heating Equipment Mfg,Master Override,333414,333414,Master Override,31-33,Manufacturing,333,Machinery Manufacturing,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,harvia.com,Master Override,,,https://logos-api.apistemic.com/domain:harvia.com,Computed from Company Website,https://img.logo.dev/harvia.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Hasfam,HASFAM,Commercial Real Estate,Segmentation Logic,Commercial Property Mgmt,Verified Enrichment,531312,531312,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,53131,Real Estate Property Managers,531312,Nonresidential Property Managers,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,ppmknox.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:ppmknox.com,Computed from Company Website,https://img.logo.dev/ppmknox.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Hatcher Hill Investment Group IV,HATCHER HILL INVESTMENT GROUP IV,Commercial Real Estate,Master Override,Investment/property entity,Master Override,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,,hatcher-hill.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:hatcher-hill.com,Computed from Company Website,https://img.logo.dev/hatcher-hill.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Hatcher Hill Properties,HATCHER HILL PROPERTIES,Commercial Real Estate,Segmentation Logic,Commercial Real Estate Developer,Verified Enrichment,531312,531312,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,53131,Real Estate Property Managers,531312,Nonresidential Property Managers,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,hatcherhill.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:hatcherhill.com,Computed from Company Website,https://img.logo.dev/hatcherhill.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Hayden,HAYDEN,Manufacturing,Master Override,Industrial Heat Exchangers,Master Override,333415,333415,Master Override,31-33,Manufacturing,333,Machinery Manufacturing,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,haydenindustrial.com,Master Override,,,https://logos-api.apistemic.com/domain:haydenindustrial.com,Computed from Company Website,https://img.logo.dev/haydenindustrial.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Hayes Endocrine and Diabetes Center,HAYES ENDOCRINE AND DIABETES CENTER,Healthcare / Senior Living,Master Override,Specialty clinic,Master Override,6211,6211,Master Override,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6211,Offices of Physicians,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,,hayesendocrine.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:hayesendocrine.com,Computed from Company Website,https://img.logo.dev/hayesendocrine.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Hayneedle,HAYNEEDLE,Commercial Services,Master Override,Home Furnishings Retail,Master Override,449129,449129,Master Override,44-45,Retail Trade,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",4491,Furniture and Home Furnishings Retailers,44912,Home Furnishings Retailers,449129,All Other Home Furnishings Retailers,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,hayneedle.com,Master Override,,,https://logos-api.apistemic.com/domain:hayneedle.com,Computed from Company Website,https://img.logo.dev/hayneedle.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Hazama,HAZAMA,Construction,Master Override,Heavy & Civil Engineering,Master Override,237990,237990,Master Override,23,Construction,237,Heavy and Civil Engineering Construction,2379,Other Heavy and Civil Engineering Construction,23799,Other Heavy and Civil Engineering Construction,237990,Other Heavy and Civil Engineering Construction,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,ad-hzm.co.jp,Master Override,,,https://logos-api.apistemic.com/domain:ad-hzm.co.jp,Computed from Company Website,https://img.logo.dev/ad-hzm.co.jp?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Hbcii,HBCII,Commercial Services,Master Override,Investment Banking & Brokerage,Master Override,523110,523110,Master Override,52,Finance and Insurance,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",5231,Securities and Commodity Contracts Intermediation and Brokerage,52311,,523110,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,hbc-ii.com,Master Override,,,https://logos-api.apistemic.com/domain:hbc-ii.com,Computed from Company Website,https://img.logo.dev/hbc-ii.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Hdr,HDR,Commercial Services,Master Override,Engineering Services,Master Override,541330,541330,Master Override,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",54133,Engineering Services,541330,Engineering Services,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,hdrinc.com,Master Override,,,https://logos-api.apistemic.com/domain:hdrinc.com,Computed from Company Website,https://img.logo.dev/hdrinc.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Healthcare Realty,HEALTHCARE REALTY,Healthcare / Senior Living,Segmentation Logic,Healthcare Real Estate Investment Trust,Verified Enrichment,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,healthcarerealty.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:healthcarerealty.com,Computed from Company Website,https://img.logo.dev/healthcarerealty.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Healthsource of Ohio,HEALTHSOURCE OF OHIO,Healthcare / Senior Living,Master Override,Community health center,Master Override,6214,6214,Master Override,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6214,Outpatient Care Centers,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,healthsourceofohio.org,Verified Enrichment,,,https://logos-api.apistemic.com/domain:healthsourceofohio.org,Computed from Company Website,https://img.logo.dev/healthsourceofohio.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
The Hearing and Speech Center,HEARING AND SPEECH CENTER,Healthcare / Senior Living,Master Override,Audiology/speech services,Master Override,6213,6213,Master Override,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6213,Offices of Other Health Practitioners,,,,,Heuristic,Final,High,"Verified enrichment updated: Company Website — Non-profit center in Lexington, KY.",,,hsclex.org,Verified Enrichment,,,https://logos-api.apistemic.com/domain:hsclex.org,Computed from Company Website,https://img.logo.dev/hsclex.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,"Non-profit center in Lexington, KY.",FALSE,1
Hearthstone Health Campus,HEARTHSTONE HEALTH CAMPUS,Healthcare / Senior Living,Segmentation Logic,Assisted Living Facility,Verified Enrichment,623312,623312,Verified Enrichment,62,Health Care and Social Assistance,623,Nursing and Residential Care Facilities,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,62331,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,623312,Assisted Living Facilities for the Elderly,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,trilogyhs.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:trilogyhs.com,Computed from Company Website,https://img.logo.dev/trilogyhs.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Heartland Facilities,HEARTLAND FACILITIES,Construction,Master Override,Facilities Maintenance,Master Override,236220,236220,Master Override,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,heartlandfacilities.com,Master Override,,,https://logos-api.apistemic.com/domain:heartlandfacilities.com,Computed from Company Website,https://img.logo.dev/heartlandfacilities.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Hendersonville Hf Assets,HENDERSONVILLE HF ASSETS,Commercial Real Estate,Segmentation Logic,Commercial Property Mgmt,Verified Enrichment,531312,531312,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,53131,Real Estate Property Managers,531312,Nonresidential Property Managers,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,ppmknox.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:ppmknox.com,Computed from Company Website,https://img.logo.dev/ppmknox.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Henkle Schueler,HENKLE SCHUELER,Commercial Services,Master Override,Commercial Real Estate,Master Override,531210,531210,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5312,Offices of Real Estate Agents and Brokers,53121,Offices of Real Estate Agents and Brokers,531210,Offices of Real Estate Agents and Brokers,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,schuelergroup.com,Master Override,,,https://logos-api.apistemic.com/domain:schuelergroup.com,Computed from Company Website,https://img.logo.dev/schuelergroup.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Henry Schein,HENRY SCHEIN,Healthcare / Senior Living,Master Override,Medical & Dental Wholesale,Master Override,423450,423450,Master Override,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,42345,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,henryschein.com,Master Override,,,https://logos-api.apistemic.com/domain:henryschein.com,Computed from Company Website,https://img.logo.dev/henryschein.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,TRUE,2
