Customer Key,Original Name,Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,NAICS Raw,NAICS Source,NAICS Sector Code,NAICS Sector Title,NAICS Subsector Code,NAICS Subsector Title,NAICS Industry Group Code,NAICS Industry Group Title,NAICS Industry Code,NAICS Industry Title,NAICS National Industry Code,NAICS National Industry Title,Method,Status,Confidence,Rationale,Support Category,Company Website,Company Logo URL,Company Logo URL (Apistemic),Company Logo URL (Logo.dev),Source
GOULD & SMITHMECH_GP,"Gould & Smith Crane Rental, Inc.",Gould and Smith Crane Rental,GOULD AND SMITH CRANE RENTAL,Construction,Crane Rental Service,238990,238990,Master Override,23,Construction,238,Specialty Trade Contractors,2389,Other Specialty Trade Contractors,23899,All Other Specialty Trade Contractors,238990,All Other Specialty Trade Contractors,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gouldandsmithcrane.com,,https://logos-api.apistemic.com/domain:gouldandsmithcrane.com,https://img.logo.dev/gouldandsmithcrane.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
IN990380SERV_GP,Gp-Cm Lockerbie Partners Llc C/O Citimark Management,Gpcm Lockerbie Partners,GPCM LOCKERBIE PARTNERS,Commercial Services,Commercial Property Mgmt,531312,531312,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,53131,Real Estate Property Managers,531312,Nonresidential Property Managers,Heuristic,,Low,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,citimarkinc.com,,https://logos-api.apistemic.com/domain:citimarkinc.com,https://img.logo.dev/citimarkinc.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GRAHAM PACKAGINMECH_GP,"Graham Packaging Company, Inc.",Graham Packaging,GRAHAM PACKAGING,Manufacturing,Plastic Bottle Manufacturing,326160,326160,Verified Enrichment,31-33,Manufacturing,326,Plastics and Rubber Products Manufacturing,3261,Plastics Product Manufacturing,32616,Plastics Bottle Manufacturing,326160,Plastics Bottle Manufacturing,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,grahampackaging.com,,https://logos-api.apistemic.com/domain:grahampackaging.com,https://img.logo.dev/grahampackaging.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
IN990493SERV_GP,Grand Park Sports & Entertainment,Grand Park Sports and Entertainment,GRAND PARK SPORTS AND ENTERTAINMENT,Commercial Services,Sports Complex Management,713990,713990,Master Override,71,"Arts, Entertainment, and Recreation",713,"Amusement, Gambling, and Recreation Industries",7139,Other Amusement and Recreation Industries,71399,All Other Amusement and Recreation Industries,713990,All Other Amusement and Recreation Industries,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,grandpark.org,,https://logos-api.apistemic.com/domain:grandpark.org,https://img.logo.dev/grandpark.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GRANGER CONSTMECH_GP,Granger Construction Company,Granger Construction,GRANGER CONSTRUCTION,Construction,Commercial Construction,236220,236220,Verified Enrichment,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,grangerconstruction.com,,https://logos-api.apistemic.com/domain:grangerconstruction.com,https://img.logo.dev/grangerconstruction.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
GRANT COUNTYMECH_GP,Grant County Board Of Education,Grant County Board of Education,GRANT COUNTY BOARD OF EDUCATION,Public Schools (K–12),Public School District,611110,611110,Verified Enrichment,61,Educational Services,611,Educational Services,6111,Elementary and Secondary Schools,61111,Elementary and Secondary Schools,611110,Elementary and Secondary Schools,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,grant.kyschools.us,,https://logos-api.apistemic.com/domain:grant.kyschools.us,https://img.logo.dev/grant.kyschools.us?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
LV990054SERV_GP,Graphic Packaging,Graphic Packaging,GRAPHIC PACKAGING,Manufacturing,Corrugated Container Mfg,322211,322211,Verified Enrichment,31-33,Manufacturing,322,Paper Manufacturing,3222,Converted Paper Product Manufacturing,32221,Paperboard Container Manufacturing,322211,Corrugated and Solid Fiber Box Manufacturing,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,graphicpkg.com,,https://logos-api.apistemic.com/domain:graphicpkg.com,https://img.logo.dev/graphicpkg.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GRAPHIC VILLAGEMECH_GP,Graphic Village,Graphic Village,GRAPHIC VILLAGE,Commercial Services,Printing & Marketing,323111,323111,Master Override,31-33,Manufacturing,323,Printing and Related Support Activities,3231,Printing and Related Support Activities,32311,Printing,323111,Commercial Printing (except Screen and Books),AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,graphicvillage.com,,https://logos-api.apistemic.com/domain:graphicvillage.com,https://img.logo.dev/graphicvillage.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
CN991976SERV_GP,Graphic Village Blue Ash,Graphic Village Blue Ash,GRAPHIC VILLAGE BLUE ASH,Commercial Services,Printing & Marketing,323111,323111,Master Override,31-33,Manufacturing,323,Printing and Related Support Activities,3231,Printing and Related Support Activities,32311,Printing,323111,Commercial Printing (except Screen and Books),AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,graphicvillage.com,,https://logos-api.apistemic.com/domain:graphicvillage.com,https://img.logo.dev/graphicvillage.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990324SERV_GP,Graybar,Graybar,GRAYBAR,Commercial Services,Electrical Distribution,423610,423610,Master Override,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,42361,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,graybar.com,,https://logos-api.apistemic.com/domain:graybar.com,https://img.logo.dev/graybar.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN991876SERV_GP,Grayson Bmw/Mini Of Knoxville,Grayson Bmwmini of Knoxville,GRAYSON BMWMINI OF KNOXVILLE,Commercial Services,Food distribution,424490,424490,Master Override,42,Wholesale Trade,424,"Merchant Wholesalers, Nondurable Goods",4244,Grocery and Related Product Merchant Wholesalers,42449,Other Grocery and Related Products Merchant Wholesalers,424490,Other Grocery and Related Products Merchant Wholesalers,Rule-Based,Final,High,Verified enrichment updated: Company Website,,graysonauto.com,,https://logos-api.apistemic.com/domain:graysonauto.com,https://img.logo.dev/graysonauto.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN991826SERV_GP,Great Clips Ohio,Great Clips Ohio,GREAT CLIPS OHIO,Commercial Services,Hair Salon,812112,812112,Master Override,81,Other Services (except Public Administration),812,Personal and Laundry Services,8121,Personal Care Services,81211,"Hair, Nail, and Skin Care Services",812112,Beauty Salons,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,greatclips.com,,https://logos-api.apistemic.com/domain:greatclips.com,https://img.logo.dev/greatclips.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX990445SERV_GP,Great Lakes Ace Hardware,Great Lakes Ace Hardware,GREAT LAKES ACE HARDWARE,Commercial Services,Hardware Retail,444130,444130,Master Override,44-45,Retail Trade,444,Building Material and Garden Equipment and Supplies Dealers,4441,Building Material and Supplies Dealers,44413,,444130,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,greatlakesace.com,,https://logos-api.apistemic.com/domain:greatlakesace.com,https://img.logo.dev/greatlakesace.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
NV00165SERV_GP,Great Lakes Cheese,Great Lakes Cheese,GREAT LAKES CHEESE,Manufacturing,Cheese Manufacturing,311513,311513,Master Override,31-33,Manufacturing,311,Food Manufacturing,3115,Dairy Product Manufacturing,31151,Dairy Product (except Frozen) Manufacturing,311513,Cheese Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,greatlakescheese.com,,https://logos-api.apistemic.com/domain:greatlakescheese.com,https://img.logo.dev/greatlakescheese.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
COC001SERV_GP,Great Lakes Coca Cola Distribution,Great Lakes Coca Cola Distribution,GREAT LAKES COCA COLA DISTRIBUTION,Commercial Services,Beverage Distribution,424490,424490,Master Override,42,Wholesale Trade,424,"Merchant Wholesalers, Nondurable Goods",4244,Grocery and Related Product Merchant Wholesalers,42449,Other Grocery and Related Products Merchant Wholesalers,424490,Other Grocery and Related Products Merchant Wholesalers,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,reyescocacola.com,,https://logos-api.apistemic.com/domain:reyescocacola.com,https://img.logo.dev/reyescocacola.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992154SERV_GP,Great Parks Of Hamilton County,Great Parks of Hamilton County,GREAT PARKS OF HAMILTON COUNTY,Municipal / Local Government,Nature Parks,712190,712190,Verified Enrichment,71,"Arts, Entertainment, and Recreation",712,"Museums, Historical Sites, and Similar Institutions",7121,"Museums, Historical Sites, and Similar Institutions",71219,Nature Parks and Other Similar Institutions,712190,Nature Parks and Other Similar Institutions,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,greatparks.org,,https://logos-api.apistemic.com/domain:greatparks.org,https://img.logo.dev/greatparks.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN991947SERV_GP,Great Smoky Mountains Heritage Center,Great Smoky Mountains Heritage Center,GREAT SMOKY MOUNTAINS HERITAGE CENTER,Non-Profit / Religious,Museum,712110,712110,Master Override,71,"Arts, Entertainment, and Recreation",712,"Museums, Historical Sites, and Similar Institutions",7121,"Museums, Historical Sites, and Similar Institutions",71211,Museums,712110,Museums,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gsmheritagecenter.org,,https://logos-api.apistemic.com/domain:gsmheritagecenter.org,https://img.logo.dev/gsmheritagecenter.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GREATER CLARKMECH_GP,Greater Clark County Schools,Greater Clark County Schools,GREATER CLARK COUNTY SCHOOLS,Public Schools (K–12),Public School District,611110,611110,Master Override,61,Educational Services,611,Educational Services,6111,Elementary and Secondary Schools,61111,Elementary and Secondary Schools,611110,Elementary and Secondary Schools,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gccschools.com,https://stgreen.blob.core.windows.net/logos/GREATER_CLARK_COUNTY_SCHOOLS.png,https://logos-api.apistemic.com/domain:gccschools.com,https://img.logo.dev/gccschools.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
LV990425SERV_GP,Greater Clark County Schools,Greater Clark County Schools,GREATER CLARK COUNTY SCHOOLS,Public Schools (K–12),Public School District,611110,611110,Master Override,61,Educational Services,611,Educational Services,6111,Elementary and Secondary Schools,61111,Elementary and Secondary Schools,611110,Elementary and Secondary Schools,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gccschools.com,https://stgreen.blob.core.windows.net/logos/GREATER_CLARK_COUNTY_SCHOOLS.png,https://logos-api.apistemic.com/domain:gccschools.com,https://img.logo.dev/gccschools.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
DY990862SERV_GP,Greater Dayton Surgery Center,Greater Dayton Surgery Center,GREATER DAYTON SURGERY CENTER,Healthcare / Senior Living,Ambulatory Surgical Center,621493,621493,Verified Enrichment,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6214,Outpatient Care Centers,62149,Other Outpatient Care Centers,621493,Freestanding Ambulatory Surgical and Emergency Centers,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,daytonsurgerycenter.com,,https://logos-api.apistemic.com/domain:daytonsurgerycenter.com,https://img.logo.dev/daytonsurgerycenter.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LV990507SERV_GP,Greater Faith Church,Greater Faith Church,GREATER FAITH CHURCH,Non-Profit / Religious,Religious Organization,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,greaterfaithchurch.org,,https://logos-api.apistemic.com/domain:greaterfaithchurch.org,https://img.logo.dev/greaterfaithchurch.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GHCTMECH_GP,Greater Hamilton Civic Theater,Greater Hamilton Civic Theater,GREATER HAMILTON CIVIC THEATER,Non-Profit / Religious,Community Theater,711110,711110,Master Override,71,"Arts, Entertainment, and Recreation",711,"Performing Arts, Spectator Sports, and Related Industries",7111,Performing Arts Companies,71111,Theater Companies and Dinner Theaters,711110,Theater Companies and Dinner Theaters,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,ghctplay.org,,https://logos-api.apistemic.com/domain:ghctplay.org,https://img.logo.dev/ghctplay.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
DY990028SERV_GP,Green County Jail,Green County Jail,GREEN COUNTY JAIL,Municipal / Local Government,Correctional Institution,922140,922140,Verified Enrichment,92,Public Administration,922,"Justice, Public Order, and Safety Activities",9221,"Justice, Public Order, and Safety Activities",92214,Correctional Institutions,922140,Correctional Institutions,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,co.greene.oh.us,,https://logos-api.apistemic.com/domain:co.greene.oh.us,https://img.logo.dev/co.greene.oh.us?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
NV15021SERV_GP,Green Hills Grille,Green Hills Grille,GREEN HILLS GRILLE,Commercial Services,Restaurant,722511,722511,Master Override,72,Accommodation and Food Services,722,Food Services and Drinking Places,7225,Restaurants and Other Eating Places,72251,Restaurants and Other Eating Places,722511,Full-Service Restaurants,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,ghgrille.com,,https://logos-api.apistemic.com/domain:ghgrille.com,https://img.logo.dev/ghgrille.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
NV00174SERV_GP,Green Hills Office Partners Llc C/O Brookside Properties Inc,Green Hills Office Partners,GREEN HILLS OFFICE PARTNERS,Commercial Real Estate,Commercial Property Mgmt,531312,531312,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,53131,Real Estate Property Managers,531312,Nonresidential Property Managers,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,brooksideproperties.com,,https://logos-api.apistemic.com/domain:brooksideproperties.com,https://img.logo.dev/brooksideproperties.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LV990454SERV_GP,Green Tree Mall,Green Tree Mall,GREEN TREE MALL,Commercial Real Estate,Mall property,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,greentreemall.com,,https://logos-api.apistemic.com/domain:greentreemall.com,https://img.logo.dev/greentreemall.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GREENE COUNTYMECH_GP,Greene County Ohio,Greene County Ohio,GREENE COUNTY OHIO,Municipal / Local Government,Local Government,921110,921110,Verified Enrichment,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",92111,Executive Offices,921110,Executive Offices,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,greenecountyohio.gov,,https://logos-api.apistemic.com/domain:greenecountyohio.gov,https://img.logo.dev/greenecountyohio.gov?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
