Customer Name,Customer Number,Customer Key,Source,Last Billing Date (Any Stream)
Meco Corporation,TN991908,TN991908SERV_GP,SERV_GP,2025-12-17 00:00:00
Medic Inc Dba Medic Regional Blood Center,TN992122,TN992122SERV_GP,SERV_GP,2026-01-01 00:00:00
Medicount Management,CN992031,CN992031SERV_GP,SERV_GP,2025-09-01 00:00:00
Medpace,MEDPACE,MEDPACEMECH_GP,MECH_GP,2014-04-01 00:00:00
Megacity Of Cincinnati Llc,DY991005,DY991005SERV_GP,SERV_GP,2020-10-19 00:00:00
Megan Carty,CN992193,CN992193SERV_GP,SERV_GP,2024-08-19 00:00:00
Megen Construction Co.,MEGEN,MEGENMECH_GP,MECH_GP,2015-11-01 00:00:00
"Melaleuca, Inc.",TN991223,TN991223SERV_GP,SERV_GP,2026-01-05 00:00:00
Melink Corporation,MELINK,MELINKMECH_GP,MECH_GP,2020-05-01 00:00:00
Melink Solar Llc,CN990952,CN990952SERV_GP,SERV_GP,2025-02-14 00:00:00
Mellow River Inc Dba Hh2Home,LV990327,LV990327SERV_GP,SERV_GP,2025-04-01 00:00:00
Melrose Place Tennessee General Partnership (Dba Melrose Place),TN991465,TN991465SERV_GP,SERV_GP,2025-11-01 00:00:00
Mercer County Board Of Education,WV990300,WV990300SERV_GP,SERV_GP,2025-07-01 00:00:00
Mercy Academy,LV990518,LV990518SERV_GP,SERV_GP,2025-01-21 00:00:00
Meridian Management Corp.,MERI,MERIMECH_GP,MECH_GP,2005-05-01 00:00:00
"Merlin King, Inc.",IN990345,IN990345SERV_GP,SERV_GP,2024-07-12 00:00:00
Messer Construction Co,MESSER,MESSERMECH_GP,MECH_GP,2026-01-01 00:00:00
Metal Improvement Company,CN970192,CN970192SERV_GP,SERV_GP,2025-09-01 00:00:00
Metal Tech Building Specialists,CN991498,CN991498SERV_GP,SERV_GP,2026-01-01 00:00:00
Metalkraft Coachwerkes,METALKRAFT,METALKRAFTMECH_GP,MECH_GP,2019-02-01 00:00:00
Metcalfe County Fiscal Court,LX990442,LX990442SERV_GP,SERV_GP,2025-12-29 00:00:00
Metzcor,CN992227,CN992227SERV_GP,SERV_GP,2025-10-01 00:00:00
Miami Valley Gaming &  Racing Llc,CN992302,CN992302SERV_GP,SERV_GP,2024-09-19 00:00:00
Mid-America Mgmt/West Crescentville,CN992144,CN992144SERV_GP,SERV_GP,2023-11-02 00:00:00
Middle Tenneesse State University,MIDDLE TENN UNI,MIDDLE TENN UNIMECH_GP,MECH_GP,2024-06-01 00:00:00
Middle Tennessee Christian School,NV00080,NV00080SERV_GP,SERV_GP,2025-03-06 00:00:00
Middletown Management,MIDDLETOWN MGMN,MIDDLETOWN MGMNMECH_GP,MECH_GP,2017-07-01 00:00:00
"Midpark Knoxville, Llc",TN992171,TN992171SERV_GP,SERV_GP,2023-12-20 00:00:00
Midsouth Building Iii Reit Llc C/O Foundry Commercial,NV15056,NV15056SERV_GP,SERV_GP,2024-04-24 00:00:00
Mid-West Builders Inc,CN992348,CN992348SERV_GP,SERV_GP,2025-09-01 00:00:00
Midwest Eye Institute,CN950295,CN950295SERV_GP,SERV_GP,2024-11-01 00:00:00
"Midwest Finishing Systems, Inc.",MIDWEST FINISHI,MIDWEST FINISHIMECH_GP,MECH_GP,2014-10-01 00:00:00
Midwest Mold & Texture Corp,MIDWEST MOLD,MIDWEST MOLDMECH_GP,MECH_GP,2015-12-01 00:00:00
Midwest Properties,CN992013,CN992013SERV_GP,SERV_GP,2023-10-31 00:00:00
Midwest Properties,MIDWEST PROP,MIDWEST PROPMECH_GP,MECH_GP,2022-11-01 00:00:00
Mig Partners C/O Avison Young,TN992028,TN992028SERV_GP,SERV_GP,2022-04-21 00:00:00
Mike Albert,MIKE ALBERT,MIKE ALBERTMECH_GP,MECH_GP,2015-08-01 00:00:00
Milacron,CN992034,CN992034SERV_GP,SERV_GP,2022-11-07 00:00:00
Milacron Plastics Technology Group,MILACRON,MILACRONMECH_GP,MECH_GP,2024-05-01 00:00:00
Milestone Contractors,IN200023,IN200023SERV_GP,SERV_GP,2025-11-01 00:00:00
Miljavac Electric Corporation,CN992323,CN992323SERV_GP,SERV_GP,2025-08-01 00:00:00
Mill Creek Baptist Church,LV990434,LV990434SERV_GP,SERV_GP,2024-07-09 00:00:00
Millan Enterprises - Billing,NV00122,NV00122SERV_GP,SERV_GP,2020-10-08 00:00:00
Millan Enterprises Llc,TN992100,TN992100SERV_GP,SERV_GP,2022-06-17 00:00:00
Millat Industries,DY991163,DY991163SERV_GP,SERV_GP,2025-07-10 00:00:00
Miller Valentine Group,MILLER-VALENTIN,MILLER-VALENTINMECH_GP,MECH_GP,2020-09-01 00:00:00
Miller'S Textile Services,DY991012,DY991012SERV_GP,SERV_GP,2024-04-05 00:00:00
Miller'S Textile Services,MILLER TEXTILE,MILLER TEXTILEMECH_GP,MECH_GP,2011-12-01 00:00:00
Ministry Brands,TN991990,TN991990SERV_GP,SERV_GP,2023-01-19 00:00:00
Mitsubishi Electric Us Cooling & Heating,MITSUBISHI,MITSUBISHIMECH_GP,MECH_GP,2017-11-01 00:00:00
"Mitsui Kinzoku Catalysts America, Inc",LX990474,LX990474SERV_GP,SERV_GP,2025-12-17 00:00:00
Mj Harris Construction Services Llc,WV990139,WV990139SERV_GP,SERV_GP,2022-03-04 00:00:00
Ml Barnard Inc.,ML BARNARD,ML BARNARDMECH_GP,MECH_GP,2020-11-01 00:00:00
Mobejoe Holdings Llc,DY991014,DY991014SERV_GP,SERV_GP,2024-06-13 00:00:00
"Modernfold, Inc",IN990387,IN990387SERV_GP,SERV_GP,2025-12-12 00:00:00
Moeller Precision Tool,NV00137,NV00137SERV_GP,SERV_GP,2022-07-01 00:00:00
Momentum Inc,TN992231,TN992231SERV_GP,SERV_GP,2026-01-01 00:00:00
Monaire Inc,LV990521,LV990521SERV_GP,SERV_GP,2025-02-28 00:00:00
Mondelez Global Llc,IN990386,IN990386SERV_GP,SERV_GP,2023-07-17 00:00:00
Monoprice,CN992143,CN992143SERV_GP,SERV_GP,2025-09-01 00:00:00
Monroe County Justice Center,TN992111,TN992111SERV_GP,SERV_GP,2024-11-18 00:00:00
Monster Golf,MONSTER GOLF,MONSTER GOLFMECH_GP,MECH_GP,2010-04-01 00:00:00
Montgomery Animal Hospital,CN940169,CN940169SERV_GP,SERV_GP,2025-11-01 00:00:00
Montgomery Community Baptist Church Montgomery Road,CN991537,CN991537SERV_GP,SERV_GP,2025-12-10 00:00:00
Montgomery Community Church,MONTGOMERY COMM,MONTGOMERY COMMMECH_GP,MECH_GP,2014-05-01 00:00:00
Montgomery County Education Center,MONT EDUCATION,MONT EDUCATIONMECH_GP,MECH_GP,2005-09-01 00:00:00
Montgomery General Hospital,WV980032,WV980032SERV_GP,SERV_GP,2023-04-24 00:00:00
Moonshine Mountain Cookie Company,TN991790,TN991790SERV_GP,SERV_GP,2022-03-09 00:00:00
More Than A Bakery,LX990447,LX990447SERV_GP,SERV_GP,2025-11-18 00:00:00
Morehead Utility Plant Board Water Treament Plant,LX990494,LX990494SERV_GP,SERV_GP,2025-09-15 00:00:00
Morgan County Administration Bulding,IN990147,IN990147SERV_GP,SERV_GP,2025-09-03 00:00:00
Morgan County Board Of Commissioners,MORGAN COUNTY,MORGAN COUNTYMECH_GP,MECH_GP,2021-11-01 00:00:00
Morgan Foods Inc.,LV200014,LV200014SERV_GP,SERV_GP,2026-01-01 00:00:00
Morning Pointe,IN030015,IN030015SERV_GP,SERV_GP,2023-07-20 00:00:00
Morning Pointe - Franklin,NV00005,NV00005SERV_GP,SERV_GP,2024-04-12 00:00:00
Morning Pointe - Lantern,NV00077,NV00077SERV_GP,SERV_GP,2025-05-28 00:00:00
Morning Pointe Of Brentwood,TN991655,TN991655SERV_GP,SERV_GP,2024-12-01 00:00:00
Morning Pointe Of Clinton,TN991659,TN991659SERV_GP,SERV_GP,2024-08-01 00:00:00
Morning Pointe Of Columbia,TN991656,TN991656SERV_GP,SERV_GP,2024-09-01 00:00:00
Morning Pointe Of Greenville,TN991660,TN991660SERV_GP,SERV_GP,2025-03-01 00:00:00
Morning Pointe Of Hardin Valley,TN992144,TN992144SERV_GP,SERV_GP,2025-08-01 00:00:00
Morning Pointe Of Knoxville,TN991966,TN991966SERV_GP,SERV_GP,2025-12-01 00:00:00
Morning Pointe Of Lenoir City,TN991657,TN991657SERV_GP,SERV_GP,2024-08-01 00:00:00
Morning Pointe Of Lenoir City - The Lantern,TN991661,TN991661SERV_GP,SERV_GP,2024-08-01 00:00:00
Morning Pointe Of Powell,TN991658,TN991658SERV_GP,SERV_GP,2024-08-08 00:00:00
Morning Pointe Of Tullahoma,TN991654,TN991654SERV_GP,SERV_GP,2023-09-01 00:00:00
Morning Pt Knoxville The Lantern,TN992036,TN992036SERV_GP,SERV_GP,2025-11-11 00:00:00
Morristown Utility Systems,TN991974,TN991974SERV_GP,SERV_GP,2020-11-01 00:00:00
Mortgage Network,LV990151,LV990151SERV_GP,SERV_GP,2025-03-01 00:00:00
"Motch, Marjorie",CN940344,CN940344SERV_GP,SERV_GP,2023-06-06 00:00:00
Motion Industries,MOTIONINDUSTRIE,MOTIONINDUSTRIEMECH_GP,MECH_GP,2025-03-01 00:00:00
Mount Vernon Developmental Center,MT VERNON,MT VERNONMECH_GP,MECH_GP,2006-01-01 00:00:00
Mountain Linen Service,WV990291,WV990291SERV_GP,SERV_GP,2024-06-28 00:00:00
Mountain Valley Pipeline,WV990283,WV990283SERV_GP,SERV_GP,2026-01-01 00:00:00
Mountaineer Challenge Academy South,WV990302,WV990302SERV_GP,SERV_GP,2025-08-01 00:00:00
Mq Building Llc,LX990460,LX990460SERV_GP,SERV_GP,2025-10-02 00:00:00
Mra Advertising/Production Support Services,CN992136,CN992136SERV_GP,SERV_GP,2025-10-01 00:00:00
Ms  Mcclellan & Co,TN991403,TN991403SERV_GP,SERV_GP,2021-06-07 00:00:00
Msd Of Decatur Township,IN990004,IN990004SERV_GP,SERV_GP,2025-02-01 00:00:00
Msd Of Greater Cincinnati,MSD OF CINN,MSD OF CINNMECH_GP,MECH_GP,2011-04-01 00:00:00
"Msi Express, Inc.",DY991093,DY991093SERV_GP,SERV_GP,2025-11-14 00:00:00
Msp Wellness Llc - Billing,TN991999,TN991999SERV_GP,SERV_GP,2022-06-20 00:00:00
Mt Holdings C/O Nai Nashville Stanton Group,NV15013,NV15013SERV_GP,SERV_GP,2025-07-01 00:00:00
Mt Lebanon Missionary Baptist Church,LV990055,LV990055SERV_GP,SERV_GP,2024-09-01 00:00:00
Mt&L,NV00157,NV00157SERV_GP,SERV_GP,2022-11-01 00:00:00
Mtm Molded Products,DY991145,DY991145SERV_GP,SERV_GP,2025-09-17 00:00:00
Mubea Inc.,MUBEA INC,MUBEA INCMECH_GP,MECH_GP,2012-02-01 00:00:00
Mueller Company,TN991394,TN991394SERV_GP,SERV_GP,2026-01-01 00:00:00
Multicolor Corporation,LV990015,LV990015SERV_GP,SERV_GP,2025-10-01 00:00:00
Mundet Inc Tennessee,TN991991,TN991991SERV_GP,SERV_GP,2025-04-28 00:00:00
Murakami Usa,LV990124,LV990124SERV_GP,SERV_GP,2021-02-01 00:00:00
Murphy - Residence,MURPHY - RESIDE,MURPHY - RESIDEMECH_GP,MECH_GP,2014-04-01 00:00:00
Murphy Company,DY991166,DY991166SERV_GP,SERV_GP,2026-01-01 00:00:00
Murphy Tractor & Equipment Co.,CN970087,CN970087SERV_GP,SERV_GP,2025-12-16 00:00:00
Mwi Animal Health,IN990303,IN990303SERV_GP,SERV_GP,2021-02-01 00:00:00
"Myriad Genetics, Inc.",CN991905,CN991905SERV_GP,SERV_GP,2025-01-01 00:00:00
N Salon,LX990438,LX990438SERV_GP,SERV_GP,2023-04-18 00:00:00
Nails Desire,TN991881,TN991881SERV_GP,SERV_GP,2024-07-09 00:00:00
Nasco,NV00172,NV00172SERV_GP,SERV_GP,2023-01-01 00:00:00
Nashville General Hospital,NV00102,NV00102SERV_GP,SERV_GP,2021-05-24 00:00:00
Nashville Office 1 Llc C/O Foundry Commercial,NV15007,NV15007SERV_GP,SERV_GP,2025-12-04 00:00:00
Nashville Opera Association,NV15100,NV15100SERV_GP,SERV_GP,2025-11-01 00:00:00
Nashville Sheet Metal,NV15102,NV15102SERV_GP,SERV_GP,2026-01-01 00:00:00
"National Bedding, Llc.",NATIONAL BEDDIN,NATIONAL BEDDINMECH_GP,MECH_GP,2015-11-01 00:00:00
National City Bank,NAT CITY BNK,NAT CITY BNKMECH_GP,MECH_GP,2010-03-01 00:00:00
National City Equipment Finance,NATIONAL CITY,NATIONAL CITYMECH_GP,MECH_GP,2007-12-01 00:00:00
National Indoor Rv Center,NV00145,NV00145SERV_GP,SERV_GP,2022-12-01 00:00:00
Nativity Church And School,CN992340,CN992340SERV_GP,SERV_GP,2026-01-09 00:00:00
Ndh Reit Op Lp,CN992252,CN992252SERV_GP,SERV_GP,2024-09-24 00:00:00
Nehemiah,NEHEMIAH,NEHEMIAHMECH_GP,MECH_GP,2014-12-01 00:00:00
Nehemiah Manufacturing Company,CN992199,CN992199SERV_GP,SERV_GP,2025-11-17 00:00:00
Nelcore Construction,NELCORECONSTR,NELCORECONSTRMECH_GP,MECH_GP,2026-01-01 00:00:00
Neogen,LX990417,LX990417SERV_GP,SERV_GP,2025-12-11 00:00:00
Neptune Eye Company,CN992349,CN992349SERV_GP,SERV_GP,2025-06-01 00:00:00
Nestle Usa,LX990105,LX990105SERV_GP,SERV_GP,2024-05-22 00:00:00
Netfor,IN990336,IN990336SERV_GP,SERV_GP,2021-09-16 00:00:00
New Albany Commerce I & Ii C/O Cbre,DY991136,DY991136SERV_GP,SERV_GP,2025-01-09 00:00:00
New Hope Of Indiana,IN990496,IN990496SERV_GP,SERV_GP,2026-01-01 00:00:00
New Riff Distilling,CN991964,CN991964SERV_GP,SERV_GP,2025-12-17 00:00:00
New Riff Distilling,NEW RIFF,NEW RIFFMECH_GP,MECH_GP,2023-06-01 00:00:00
New Vision Baptist Church,NV00130,NV00130SERV_GP,SERV_GP,2025-11-01 00:00:00
Newly Weds Foods,CN992255,CN992255SERV_GP,SERV_GP,2024-05-01 00:00:00
Newly Weds Foods,TN991301,TN991301SERV_GP,SERV_GP,2023-09-13 00:00:00
"Newly Weds Foods, Inc",CN991792,CN991792SERV_GP,SERV_GP,2025-12-30 00:00:00
Newpage Corporation,NEW PAGE,NEW PAGEMECH_GP,MECH_GP,2010-04-01 00:00:00
Newport Housing Authority,CN991777,CN991777SERV_GP,SERV_GP,2022-09-06 00:00:00
Next Generation Childcare,CN992230,CN992230SERV_GP,SERV_GP,2025-08-01 00:00:00
Neyer Management,CN990960,CN990960SERV_GP,SERV_GP,2021-01-07 00:00:00
Neyer Management,NEYER MANAGEMEN,NEYER MANAGEMENMECH_GP,MECH_GP,2014-09-01 00:00:00
Neyer Properties,NEYER,NEYERMECH_GP,MECH_GP,2016-10-01 00:00:00
Niagara Bottling,NIAGARABOTTLING,NIAGARABOTTLINGMECH_GP,MECH_GP,2026-01-01 00:00:00
Nickles Bakery,NICKLES BAKERY,NICKLES BAKERYMECH_GP,MECH_GP,2006-01-01 00:00:00
"Nitto, Inc.",LX990288,LX990288SERV_GP,SERV_GP,2025-04-03 00:00:00
Nlign Analytics Etegent,CN992283,CN992283SERV_GP,SERV_GP,2024-04-16 00:00:00
Nnodum Pharmaceuticals,CN991887,CN991887SERV_GP,SERV_GP,2022-09-15 00:00:00
Norhtpoint Development,NORTHPOINT III,NORTHPOINT IIIMECH_GP,MECH_GP,2023-01-01 00:00:00
Noritake Usa Inc,CN991259,CN991259SERV_GP,SERV_GP,2025-12-05 00:00:00
North American Properties - Cincinnati,NAPCINCINNATI,NAPCINCINNATIMECH_GP,MECH_GP,2016-11-01 00:00:00
North American Stainless,N AMERICAN STN,N AMERICAN STNMECH_GP,MECH_GP,2010-10-01 00:00:00
North College Hill City Schools,CN992296,CN992296SERV_GP,SERV_GP,2025-12-26 00:00:00
North Madison Public Library,IN990400,IN990400SERV_GP,SERV_GP,2023-04-13 00:00:00
Northern Kentucky Association Of Realtors,N KY ASSOC REAL,N KY ASSOC REALMECH_GP,MECH_GP,2010-11-01 00:00:00
Northern Kentucky Eyecare,LX990407,LX990407SERV_GP,SERV_GP,2022-07-01 00:00:00
Northern Ky Electric Service,NORTHERN KY ELE,NORTHERN KY ELEMECH_GP,MECH_GP,2006-07-01 00:00:00
Northern Ky Health Department,CN992248,CN992248SERV_GP,SERV_GP,2025-11-10 00:00:00
Northern Ky Orthopaedics,NKY ORTHO,NKY ORTHOMECH_GP,MECH_GP,2005-09-01 00:00:00
Northpoint Development,NORTHPOINT,NORTHPOINTMECH_GP,MECH_GP,2021-12-01 00:00:00
Northrop Grumman,DY991072,DY991072SERV_GP,SERV_GP,2023-07-13 00:00:00
Northrop/Grumman/Xetron,CN990887,CN990887SERV_GP,SERV_GP,2025-11-24 00:00:00
Northside Baptist Church,IN990439,IN990439SERV_GP,SERV_GP,2025-12-02 00:00:00
Norton Clark Memorial Health,LV990403,LV990403SERV_GP,SERV_GP,2025-11-01 00:00:00
Norton Scott Hospital,LV990384,LV990384SERV_GP,SERV_GP,2025-09-29 00:00:00
Notre Dame Academy,NOTRE DAME,NOTRE DAMEMECH_GP,MECH_GP,2010-08-01 00:00:00
Novo Health Services,TN991847,TN991847SERV_GP,SERV_GP,2025-10-03 00:00:00
Np Dayon Building Viii Llc,DY991140,DY991140SERV_GP,SERV_GP,2025-01-08 00:00:00
Np Dwba Llc,DY991156,DY991156SERV_GP,SERV_GP,2025-10-06 00:00:00
Np Ftc Lll,CN992301,CN992301SERV_GP,SERV_GP,2025-10-31 00:00:00
Nsg Building Management,CN990119,CN990119SERV_GP,SERV_GP,2022-12-27 00:00:00
Nspire Church,IN990383,IN990383SERV_GP,SERV_GP,2025-10-01 00:00:00
Nth Cycle Holdings Llc,CN992309,CN992309SERV_GP,SERV_GP,2025-11-04 00:00:00
Nuco2 Inc,TN991409,TN991409SERV_GP,SERV_GP,2025-12-01 00:00:00
Nucor Steel Gallatin,LV990513,LV990513SERV_GP,SERV_GP,2024-11-20 00:00:00
Nursing Care Mgnt Of America,NURSING CARE M,NURSING CARE MMECH_GP,MECH_GP,2011-10-01 00:00:00
"O&M Holdings, Llc C/O Ims Inc",TN992151,TN992151SERV_GP,SERV_GP,2025-11-01 00:00:00
Oak Grove Gaming,NV15039,NV15039SERV_GP,SERV_GP,2026-01-01 00:00:00
Oak Hill School,NV00173,NV00173SERV_GP,SERV_GP,2026-01-01 00:00:00
Oak Ridge Locksmith,TN992167,TN992167SERV_GP,SERV_GP,2024-05-01 00:00:00
Oak Ridge National Laboratory,TN991867,TN991867SERV_GP,SERV_GP,2020-10-07 00:00:00
Obara,OBARA,OBARAMECH_GP,MECH_GP,2013-01-01 00:00:00
Odw Logistics,DY990992,DY990992SERV_GP,SERV_GP,2025-12-11 00:00:00
Office Furniture Source,CN990979,CN990979SERV_GP,SERV_GP,2023-11-29 00:00:00
O'Gara Hess & Eisenhargt Armoring Co Llc,CN991076,CN991076SERV_GP,SERV_GP,2022-02-11 00:00:00
Ohio Valley Chapter Abc,CN991606,CN991606SERV_GP,SERV_GP,2021-09-01 00:00:00
Ohio Valley Chapter Abc,OHIO VALLEY ABC,OHIO VALLEY ABCMECH_GP,MECH_GP,2016-01-01 00:00:00
Ohio Valley Educational Cooperative,CN992287,CN992287SERV_GP,SERV_GP,2025-11-01 00:00:00
"Ohio Valley Electrical Services,Llc",OHIO VALLEY,OHIO VALLEYMECH_GP,MECH_GP,2006-09-01 00:00:00
Oia Global,CN992215,CN992215SERV_GP,SERV_GP,2024-11-07 00:00:00
Old Time Pottery - Billing,NV00093,NV00093SERV_GP,SERV_GP,2023-03-15 00:00:00
"Old Time Pottery, Inc.",OLD TIME POTTER,OLD TIME POTTERMECH_GP,MECH_GP,2010-04-01 00:00:00
Olive Garden,LX990012,LX990012SERV_GP,SERV_GP,2025-12-29 00:00:00
Olive Garden,LX990403,LX990403SERV_GP,SERV_GP,2025-12-17 00:00:00
Olive Garden,LX990406,LX990406SERV_GP,SERV_GP,2022-06-17 00:00:00
Oliver - Tolas Healthcare Packaging,CN991802,CN991802SERV_GP,SERV_GP,2022-01-17 00:00:00
Oliver-Tolas Healthcare Packaging,OLIVER-TOLAS,OLIVER-TOLASMECH_GP,MECH_GP,2016-08-01 00:00:00
Ollies Bargain Outlet Inc,DY991006,DY991006SERV_GP,SERV_GP,2021-11-01 00:00:00
"Olymbec Usa, Llc",NV00091,NV00091SERV_GP,SERV_GP,2021-03-25 00:00:00
Omnia360 Facility Solutions Llc,CN992151,CN992151SERV_GP,SERV_GP,2024-04-09 00:00:00
On Display Ltd,CN991937,CN991937SERV_GP,SERV_GP,2025-10-01 00:00:00
On Display Ltd,ON DISPLAY,ON DISPLAYMECH_GP,MECH_GP,2020-02-01 00:00:00
Onec1Ty,NV00155,NV00155SERV_GP,SERV_GP,2023-04-01 00:00:00
Oneil & Associates,CN991444,CN991444SERV_GP,SERV_GP,2025-06-19 00:00:00
On-It Construction,LX990476,LX990476SERV_GP,SERV_GP,2025-03-01 00:00:00
"Optimira Energy, Inc.",OPTIMIRA ENERGY,OPTIMIRA ENERGYMECH_GP,MECH_GP,2007-04-01 00:00:00
"Opus Design Build, Llc",OPUS DESIGN,OPUS DESIGNMECH_GP,MECH_GP,2023-02-01 00:00:00
Orange Theory Fitness Ironworks,IN990358,IN990358SERV_GP,SERV_GP,2025-09-01 00:00:00
Orange Theory Fitness West Lafayette,IN990422,IN990422SERV_GP,SERV_GP,2025-11-01 00:00:00
Orange Theory West Carmel- Zionsville,IN990371,IN990371SERV_GP,SERV_GP,2025-12-22 00:00:00
Orangetheory Fitness,IN990333,IN990333SERV_GP,SERV_GP,2025-09-01 00:00:00
Orangetheory Fitness Broad Ripple,IN990370,IN990370SERV_GP,SERV_GP,2025-11-01 00:00:00
Orangetheory Fitness Fishers Geist,IN990351,IN990351SERV_GP,SERV_GP,2025-10-01 00:00:00
Orangetheory Fitness Nickle Plate,IN990369,IN990369SERV_GP,SERV_GP,2025-11-01 00:00:00
Orangetheory Fitness Noblesville,IN990468,IN990468SERV_GP,SERV_GP,2025-11-01 00:00:00
Ornl Federal Credit Union,TN92042,TN92042SERV_GP,SERV_GP,2026-01-02 00:00:00
O'Rourke Wrecking Company,OROURKE,OROURKEMECH_GP,MECH_GP,2009-05-01 00:00:00
Orsanco,CN950462,CN950462SERV_GP,SERV_GP,2025-10-01 00:00:00
Orthopedic Sports Medicine,DY990549,DY990549SERV_GP,SERV_GP,2022-02-23 00:00:00
Osborn Enterprises,LV990372,LV990372SERV_GP,SERV_GP,2023-12-21 00:00:00
"Oswald Company, Inc",KCOS,KCOSMECH_GP,MECH_GP,2020-05-01 00:00:00
Oswald Construction Co,OSWALD,OSWALDMECH_GP,MECH_GP,2021-06-01 00:00:00
Otc Industrial Technologies C/O Otc,CN992222,CN992222SERV_GP,SERV_GP,2025-11-01 00:00:00
Otics Usa,TN991799,TN991799SERV_GP,SERV_GP,2025-12-08 00:00:00
Otterbein Homes,CN991544,CN991544SERV_GP,SERV_GP,2026-01-06 00:00:00
Our Lady Of Lourdes Catholic Church,DY991043,DY991043SERV_GP,SERV_GP,2023-12-01 00:00:00
Our Lady Of Providence High School,LV990385,LV990385SERV_GP,SERV_GP,2025-09-08 00:00:00
Our Lady Of Sorrows Church,CN991336,CN991336SERV_GP,SERV_GP,2025-10-07 00:00:00
Our Savior Lutheran Church,NV00154,NV00154SERV_GP,SERV_GP,2022-05-02 00:00:00
Outpost Armory,NV15017,NV15017SERV_GP,SERV_GP,2026-01-01 00:00:00
Over The Rhine Community Housing,CN992327,CN992327SERV_GP,SERV_GP,2025-11-18 00:00:00
Overberg Construction,CN990139,CN990139SERV_GP,SERV_GP,2022-03-08 00:00:00
Overberg Construction,OVERBERG CONST,OVERBERG CONSTMECH_GP,MECH_GP,2023-03-01 00:00:00
Overhead Door Company Of Greater Cincinnati,CN991233,CN991233SERV_GP,SERV_GP,2025-10-01 00:00:00
Owen County,OWEN CTY,OWEN CTYMECH_GP,MECH_GP,2020-06-01 00:00:00
Owen County Fiscal Court,LX990362,LX990362SERV_GP,SERV_GP,2025-01-24 00:00:00
"P. A. K. Construction, Inc.",PAK CONST,PAK CONSTMECH_GP,MECH_GP,2008-01-01 00:00:00
Pacific Manufacturing,PACIFIC MAN,PACIFIC MANMECH_GP,MECH_GP,2023-09-01 00:00:00
Pacific Manufacturing Ohio,CN992139,CN992139SERV_GP,SERV_GP,2026-01-03 00:00:00
Pacific Manufacturing Ohio,PMO,PMOMECH_GP,MECH_GP,2025-12-01 00:00:00
Palm Ridge Capital Group Llc,IN990450,IN990450SERV_GP,SERV_GP,2025-05-01 00:00:00
Palmer Conservation Consulting,PALMERCONSERVAT,PALMERCONSERVATMECH_GP,MECH_GP,2026-01-01 00:00:00
Pam Sprague/Dave Collins,LX990391,LX990391SERV_GP,SERV_GP,2025-08-08 00:00:00
Pandora Jewllery Company,LX990380,LX990380SERV_GP,SERV_GP,2021-03-31 00:00:00
Pandora S9,CN992251,CN992251SERV_GP,SERV_GP,2025-10-01 00:00:00
Panorama,PANORAMA,PANORAMAMECH_GP,MECH_GP,2011-12-01 00:00:00
Paradigm Health,IN990355,IN990355SERV_GP,SERV_GP,2025-06-30 00:00:00
Paris Bourbon County Ymca,LX990226,LX990226SERV_GP,SERV_GP,2025-01-08 00:00:00
Paris Independent Schools,PARISINDEPENDEN,PARISINDEPENDENMECH_GP,MECH_GP,2026-01-01 00:00:00
Paris Independent Schools,TF990001,TF990001SERV_GP,SERV_GP,2025-03-01 00:00:00
Park Place At Lytle,PARK PLACE AT L,PARK PLACE AT LMECH_GP,MECH_GP,2017-02-01 00:00:00
Park South B Llc C/O Jll Property Management,CN992065,CN992065SERV_GP,SERV_GP,2022-06-27 00:00:00
Park West N-2 Llc C/O Jll Property Management,CN992332,CN992332SERV_GP,SERV_GP,2025-08-01 00:00:00
Parkside Christian Church,CN991139,CN991139SERV_GP,SERV_GP,2024-04-01 00:00:00
Parkstone Indianapolis,IN990447,IN990447SERV_GP,SERV_GP,2026-01-06 00:00:00
Passageways Inc Dba Onboard,IN990404,IN990404SERV_GP,SERV_GP,2025-08-01 00:00:00
Pastelitos Cuban Bakery,TN992183,TN992183SERV_GP,SERV_GP,2024-09-26 00:00:00
Pathology&Cytology Lab.,LX990017,LX990017SERV_GP,SERV_GP,2025-11-01 00:00:00
Patrick Shaad,TN991721,TN991721SERV_GP,SERV_GP,2021-10-08 00:00:00
Patriot Armor,CN992160,CN992160SERV_GP,SERV_GP,2025-12-23 00:00:00
Patti Engineering,IN990315,IN990315SERV_GP,SERV_GP,2025-03-01 00:00:00
"Paul Hemmer Construction, Co.",PAUL HEMMER,PAUL HEMMERMECH_GP,MECH_GP,2026-01-01 00:00:00
Pauly Construction Co,LX990457,LX990457SERV_GP,SERV_GP,2024-12-01 00:00:00
"Paw Pet Adventures Worldwide, Inc.",CN991389,CN991389SERV_GP,SERV_GP,2022-07-07 00:00:00
Pax Christi Catholic Church,LX990329,LX990329SERV_GP,SERV_GP,2025-12-01 00:00:00
"Pcl Construction Services, Inc.",PCL,PCLMECH_GP,MECH_GP,2011-12-01 00:00:00
"Pcl Construction Services, Inc.",PCL CONST,PCL CONSTMECH_GP,MECH_GP,2007-12-01 00:00:00
Pcs Purified Phosphates,PCS,PCSMECH_GP,MECH_GP,2008-07-01 00:00:00
Pd Pharmatech,LV990330,LV990330SERV_GP,SERV_GP,2021-10-01 00:00:00
Peace Communications Llc,NV00048,NV00048SERV_GP,SERV_GP,2025-03-01 00:00:00
