CUSTOMER_NUMBER,CUSTOMER_KEY,CUSTOMER_NAME,CUSTOMER_CLASS,ADDRESS1,ADDRESS2,COUNTRY,CITY,STATE,ZIP,PHONE1,PAYMENT_TERM,CREATED,UPDATED
TN991948,TN991948SERV_GP,HARPER JEEP,KNOXVILLE      ,3033 ALCOA HWY,,,ALCOA,TN,37701,86597074230000,Net 30               ,5/2/2019 0:00,1/30/2023 0:00
LX970038,LX970038SERV_GP,HARPER STEEL,LEXINGTON      ,26300 SHERWOOD,,,WARREN,MI,48091,00000000000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LV980046,LV980046SERV_GP,"HARPER, SCOTT",LOUISVILLE     ,10921 FAIRWAY POINTE DRIVE,,,LOUISVILLE,KY,40241,50232779250000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LV990046,LV990046SERV_GP,HARPER'S RESTAURANT,LOUISVILLE     ,871 S. HURSTBOURNE PKWY,,,LOUISVILLE,KY,40222,50242629000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN990933,CN990933SERV_GP,HARPERS STATION,CINCINNATI     ,11375 MONTGOMERY ROAD,,,CINCINNATI,OH,45249,51348944480000,Net 30               ,10/27/2005 0:00,1/26/2021 0:00
CN990735,CN990735SERV_GP,HARRIGAN REFRIGERATION,CINCINNATI     ,2106 WEST NORTHBEND ROAD,,,CINCINNATI,OH,45224,51354275000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
21,21SERV_QUAD,Harrington Industrial Plastics,,,,,,,,,,,
6,6SERV_QUAD,Harrington Industrial Plastics,,,,,,,,,,,
IN990104,IN990104SERV_GP,HARRINGTON INDUSTRIAL PLASTICS,INDIANAPOLIS   ,3440 PARK DAVIS CIRCLE,,,INDIANAPOLIS,IN,46235,31789070000000,Net 30               ,9/27/2010 0:00,1/26/2021 0:00
CL920023,CL920023SERV_GP,HARRINGTON INDUSTRIAL PLASTICS,COLUMBUS       ,14480 YORBA AVENUE,ATTN: ACCTS PAYABLES,,CHINO,CA,,90959786410000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN920023,CN920023SERV_GP,HARRINGTON INDUSTRIAL PLASTICS,CINCINNATI     ,14480 YORBA AVENUE,ATTN: ACCTS PAYABLES,,CHINO,CA,91710,90959786410000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
HARRINGTON,HARRINGTONMECH_GP,HARRINGTON PLASTICS,COMMERCIAL     ,1227 HILLSMITH DR,,,WOODLAWN,OH,45215,51377108800000,Net 10               ,4/25/2005 0:00,4/25/2005 0:00
CN990167,CN990167SERV_GP,"HARRIS, KEVIN K.",CINCINNATI     ,3770 GLENGARY AVENUE,,,DILLIONVALE,OH,45236,51379137350000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN992312,CN992312SERV_GP,HARRISON COMMERCE CENTER INC C/O CBRE,CINCINNATI     ,4480 LAKE FOREST DRIVE,SUITE 406,,CINCINNATI,OH,45242,51326092740000,Net 30               ,12/2/2024 0:00,12/2/2024 0:00
47,47SERV_QUAD,Harrison County Hospital,,,,,,,,,,,
LV960044,LV960044SERV_GP,HARRISON COUNTY HOSPITAL,LOUISVILLE     ,245 ATWOOD STREET,,,CORYDON,IN,47112,81273842510000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN992105,CN992105SERV_GP,HARRISON OH PARTNERS,CINCINNATI     ,10560 HARRISON AVE,,,HARRISON,OH,45030,73161644060000,Net 30               ,2/12/2021 0:00,11/29/2021 0:00
CN991361,CN991361SERV_GP,HARRY GEHRICH,CINCINNATI     ,801 EAST MAIN STREET,,,LOGANSPORT,IN,46947,57483585590000,Net 30               ,3/18/2011 0:00,1/26/2021 0:00
CN990105,CN990105SERV_GP,HARRY HAGLAGE CONSTRUCTION,CINCINNATI     ,11501 NORTHLAKE DRIVE,,,CINCINNATI,OH,45249,51346914720000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX200515,LX200515SERV_GP,HARSHAW TRANE,LEXINGTON      ,2350 FORTUNE DRIVE,,,LEXINGTON,KY,40509,85951470110000,Net 30               ,8/30/2005 0:00,10/26/2021 0:00
LX990104,LX990104SERV_GP,"HARTSON,  INC.",LEXINGTON      ,OWNER,152 E. REYNOLDS ROAD,,LEXINGTON,KY,40517,85926311000000,Net 30               ,12/14/2007 0:00,4/14/2009 0:00
WV990282,WV990282SERV_GP,HARVIA US INC,WEST VIRGINIA  ,11261 JAMES ST,,,HOLLAND,MI,49424,304-647-805300,Net 30               ,5/11/2023 0:00,6/12/2023 0:00
TN991988,TN991988SERV_GP,HASFAM LLC C/O PREMIER PROPERTY MANAGEMENT LLC,KNOXVILLE      ,6480 KINGSTON PIKE,,,KNOXVILLE,TN,37919,86523198090000,Net 30               ,2/20/2020 0:00,1/30/2023 0:00
CN991825,CN991825SERV_GP,HASON USA,CINCINNATI     ,1262 US HWY 50,,,MILFORD,OH,45150,51324802870000,Net 30               ,7/29/2016 0:00,1/26/2021 0:00
TN991890,TN991890SERV_GP,HATCHER HILL INVESTMENT GROUP IV LLC,KNOXVILLE      ,128 N NORTHSHORE DRIVE,SUITE 201,,KNOXVILLE,TN,37919,86533278220000,Net 30               ,3/26/2018 0:00,1/30/2023 0:00
TN991877,TN991877SERV_GP,HATCHER HILL PROPERTIES,KNOXVILLE      ,128 N NORTHSHORE DR,SUITE 201,,KNOXVILLE,TN,37919,86538522390000,Net 30               ,1/25/2018 0:00,1/30/2023 0:00
CN990396,CN990396SERV_GP,"HATFIELD, LARRY",CINCINNATI     ,4568 SCHOOL HAVEN CIRCLE,,,CINCINNATI,OH,45103,51367700600000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX200306,LX200306SERV_GP,HATFIELDS CHEVROLET,LEXINGTON      ,232 NEW CIRCLE RD NW,,,LEXINGTON,KY,40505,85929927720000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LV990345,LV990345SERV_GP,HATTAR WIRELESS,LOUISVILLE     ,209 CULPEPER ST,,,BARDSTOWN,KY,40004,50250735360000,Net 30               ,12/12/2016 0:00,12/12/2016 0:00
TN200208,TN200208SERV_GP,HAVERTYS FURNITURE,KNOXVILLE      ,9641 KINGSTON PIKE,,,KNOXVILLE,TN,37922,76569475720000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
LX200215,LX200215SERV_GP,HAVERTYS FURNITURE COMPANIES INC,LEXINGTON      ,103 N HURSTBOURNE PKWY,,,LOUISVILLE,KY,40509,80030693550000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
304,304SERV_QUAD,Hawthorn Suites by Wyndham Bridgeport,,,,,,,,,,,
387,387SERV_QUAD,Hayashi Telempu North America,,,,,,,,,,,
HAYDEN,HAYDENMECH_GP,"Hayden Company, Inc.",COMMERCIAL     ,208 South Main Street,,,Nicholasville,KY,40356,85988533880000,Net 10               ,2/5/2007 0:00,2/5/2007 0:00
LX200225,LX200225SERV_GP,"HAYDEN COMPANY, THE",LEXINGTON      ,208 SOUTH MAIN STREET,,,NICHOLASVILLE,KY,40356,85988533880000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
HAY002,HAY002SERV_GP,Hayes Endocrine and Diabetes Center,NASHVILLE      ,501 28th Avenue North,,,Nashville,TN,37209,61532016200000,Net 30               ,6/3/2014 0:00,6/16/2014 0:00
LX980033,LX980033SERV_GP,HAYES LEMMERZ INT. INC.,LEXINGTON      ,1278 HWY 461,,,SOMERSET,KY,42501,00000000000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX990143,LX990143SERV_GP,HAYES PIPE SUPPLY INC.,LEXINGTON      ,1300 CAHILL DRIVE,,,LEXINGTON,KY,40504,85923183230000,Net 30               ,7/10/2009 0:00,7/10/2009 0:00
LX990414,LX990414SERV_GP,HAYMAKER CONSTRUCTION LLC,LEXINGTON      ,3120 WALL ST STE 200,,,LEXINGTON,KY,40513,85951975980000,Net 30               ,8/26/2022 0:00,8/26/2022 0:00
LX950224,LX950224SERV_GP,HAYMAKER'S (ARBY'S,LEXINGTON      ,3120 WALL STREET SUITE 300,,,LEXINGTON,KY,40324,50286343450000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
HAYNEEDLE,HAYNEEDLEMECH_GP,HAYNEEDLE,COMMERCIAL     ,100 EXPLORATION DRIVE,,,MONROE,OH,45050,,Net 10               ,4/25/2019 0:00,4/25/2019 0:00
CN991322,CN991322SERV_GP,HAYNEEDLE,CINCINNATI     ,1001 LOGISTICS WAY,,,MONROE,OH,45050,93728510050000,Net 30               ,10/10/2010 0:00,1/26/2021 0:00
CN991950,CN991950SERV_GP,HAYNEEDLE - MONROE,CINCINNATI     ,650 GATEWAY BLVD,,,MONROE,OH,45050,51328945290000,Net 30               ,6/20/2018 0:00,1/26/2021 0:00
HAY001,HAY001SERV_GP,"Haynes Manuals, Inc.",NASHVILLE      ,1299 Bridgestone Parkway,,,LaVergne,TN,37086,61579354140000,Net 30               ,6/3/2014 0:00,6/16/2014 0:00
DY991032,DY991032SERV_GP,HAYSLETT CONSTRUCTION,DAYTON         ,7370 FREDERICK PIKE,,,DAYTON,OH,45414,93760276040000,Net 30               ,11/19/2021 0:00,11/19/2021 0:00
TF990005,TF990005SERV_GP,HAYWOOD COUNTY SCHOOLS,CFS            ,900 E MAIN STREET,,,BROWNSVILLE,TN,38012,90131491570000,Net 30               ,4/16/2025 0:00,4/16/2025 0:00
HAZAMA,HAZAMAMECH_GP,Hazama Corp,COMMERCIAL     ,500 West Wilson Bridge Rd,Suite 08,,Worthington,OH,43085,61498549060000,Net 10               ,4/7/2008 0:00,4/7/2008 0:00
WV990166,WV990166SERV_GP,HAZAMA CORPORATION,WEST VIRGINIA  ,500 W. WILSON BRIDGE ROAD,,,WORTHINGTON,OH,43085,61498549062500,Net 30               ,12/29/2014 0:00,1/26/2021 0:00
"HBC-II, LLC","HBC-II, LLCMECH_GP","HBC-II, LLC",COMMERCIAL     ,221 E. FOURTH STREET,SUITE 2310,,CINCINNATI,OH,45202,51374540540000,Net 30               ,7/8/2009 0:00,7/8/2009 0:00
CN991184,CN991184SERV_GP,"HBC-ll, LLC",CINCINNATI     ,9935 CARVER ROAD,,,CINCINNATI,OH,45242,51374540540000,Net 30               ,6/5/2009 0:00,11/30/2021 0:00
LV990352,LV990352SERV_GP,HCL INC,LOUISVILLE     ,1520 ALGONQUIN PKWY,,,LOUISVILLE,KY,40210,50263897910000,Net 30               ,3/27/2017 0:00,3/27/2017 0:00
LV200606,LV200606SERV_GP,HCR MANORCARE,LOUISVILLE     ,4200 BROWNS LANE,,,LOUISVILLE,KY,40220,50245989000226,Net 30               ,8/30/2006 0:00,4/14/2009 0:00
IN990341,IN990341SERV_GP,"HCRI CARMEL BUILDING A MEDICAL FACILITY, LLC, BU#31291101",INDIANAPOLIS   ,12188 A NORTH MERIDIAN ST,,,CARMEL,IN,46032,85557434430000,Net 30               ,8/5/2019 0:00,1/26/2021 0:00
CN992109,CN992109SERV_GP,HDR,CINCINNATI     ,301 GRANT ST,SUITE 1700,,PITTSBURGH,PA,15219,41249760410000,Net 30               ,3/2/2021 0:00,5/1/2025 0:00
LX980017,LX980017SERV_GP,HEADLEY WHITNEY MUSEUM,LEXINGTON      ,4435 OLD FRANKFORT ROAD,,,LEXINGTON,KY,40510,85925566530000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN990648,CN990648SERV_GP,HEALTH ALLIANCE OF GREATER CINTI,CINCINNATI     ,3 RIDGEWAY,3200 BURNET AVENUE,,CINCINNATI,OH,45229,51358595000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
IN030030,IN030030SERV_GP,HEALTH CARE EXCEL,INDIANAPOLIS   ,2601 METROPOLIS PARKWAY,SUITE 200,,PLAINFIELD,IN,46168-2299,31734745100000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX200328,LX200328SERV_GP,HEALTH MANAGEMENT ASSOCIATES,LEXINGTON      ,425 LEWIS HARGETT CIRCLE,,,LEXINGTON,KY,40503,85921939390000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX950075,LX950075SERV_GP,HEALTH SOUTH MRI,LEXINGTON      ,230 S. MARTIN LUTHER KING BL,,,LEXINGTON,KY,,85925566400000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN990338,CN990338SERV_GP,HEALTH SOUTH(BILLING),CINCINNATI     ,201 MEDICAL VILLAGE DRIVE,,,EDGEWOOD,KY,41017,85934120440000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN991984,TN991984SERV_GP,HEALTH STAR PHYSICIANS DBA FACULTY PHYSICIANS,KNOXVILLE      ,1415 OLD WEISGARBER RD STE 350,,,KNOXVILLE,TN,37909,86558816050314,Net 30               ,1/16/2020 0:00,1/30/2023 0:00
CN990366,CN990366SERV_GP,"HEALTHCARE LAUNDRY, INC.",CINCINNATI     ,551 SOUTH LOOP ROAD,,,EDGEWOOD,KY,41017,85934100400000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
IN990171,IN990171SERV_GP,HEALTHCARE MANAGEMENT OF AMERICA INC,INDIANAPOLIS   ,201 N. PENNSYLVANIA PARKWAY,SUITE 201,,INDIANAPOLIS,IN,46280,31755028000000,Net 30               ,11/4/2014 0:00,1/26/2021 0:00
IN990352,IN990352SERV_GP,HEALTHCARE REALTY,INDIANAPOLIS   ,3310 WEST END AVE,,,NASHVILLE,TN,37203,31736482290000,Net 30               ,12/17/2019 0:00,1/9/2024 0:00
IN990428,IN990428SERV_GP,HEALTHCARE REALTY TRUST INC C/O AVIDXCHANGE,INDIANAPOLIS   ,PO BOX 32771,,,CHARLOTTE,NC,28232-2771,31729698270000,Net 30               ,12/14/2022 0:00,12/14/2022 0:00
DY990891,DY990891SERV_GP,"HEALTHCARE TRUST OF AMERICA, INC. C/O AVIDXCHANGE",DAYTON         ,P.O. BOX 32771,,,CHARLOTTE,NC,28232,31755028000000,                     ,1/11/2016 0:00,1/26/2021 0:00
IN990204,IN990204SERV_GP,"HEALTHCARE TRUST OF AMERICA, INC. C/O AVIDXCHANGE",INDIANAPOLIS   ,P.O. BOX 32771,,,CHARLOTTE,NC,,31749587800000,Net 30               ,10/29/2015 0:00,1/26/2021 0:00
CN991069,CN991069SERV_GP,HEALTHCARE WASTE SOLUTIONS,CINCINNATI     ,4357 FERGUSON DRIVE,SUITE 100,,CINCINNATI,OH,45245-1689,51352808630000,Net 30               ,10/8/2007 0:00,1/26/2021 0:00
HEALTHSOURCE,HEALTHSOURCEMECH_GP,HEALTHSOURCE OF OHIO,COMMERCIAL     ,5400 DUPONT CIRCLE,,,MILFORD,OH,45150,51357677003627,Net 10               ,6/17/2019 0:00,10/25/2019 0:00
CN991284,CN991284SERV_GP,HEAPY ENGINEERING,CINCINNATI     ,5077 OLENTANGY RIVER ROAD,,,COLUMBUS,OH,43214-1989,61445726960000,Net 30               ,5/18/2010 0:00,1/26/2021 0:00
CN990612,CN990612SERV_GP,"HEARING, SPEECH & DEAF CENTER OF GREATER CINCINNATI",CINCINNATI     ,2825 BURNET AVENUE,,,CINCINNATI,OH,45219,51322105270000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX990210,LX990210SERV_GP,HEARTHSIDE FOOD SOLUTIONS - LONDON,LEXINGTON      ,1188 SOUTH LAUREL ROAD,,,LONDON,KY,40744,60686441000000,Net 30               ,6/24/2011 0:00,6/24/2011 0:00
LX990211,LX990211SERV_GP,HEARTHSIDE SOLUTIONS - MICHIGAN CITY,LEXINGTON      ,502 W US HWY 20,,,MICHIGAN CITY,IN,46360,21987318800000,Net 30               ,6/24/2011 0:00,6/24/2011 0:00
IN990512,IN990512SERV_GP,HEARTHSTONE HEALTH CAMPUS,INDIANAPOLIS   ,3043 N LINTEL DRIVE,,,BLOOMINGTON,IN,47404,81233376220000,Net 30               ,7/14/2025 0:00,7/14/2025 0:00
IN990221,IN990221SERV_GP,"HEARTLAND AUTOMOTIVE, LLC",INDIANAPOLIS   ,300 SOUTH 10TH ST,,,GREENCASTLE,IN,46135,31765342631060,Net 30               ,5/3/2016 0:00,1/26/2021 0:00
CN991506,CN991506SERV_GP,HEARTLAND ENGINEERED PRODUCTS LLC,CINCINNATI     ,2420 WILLIS STREET,,,MARYSVILLE,MI,48040,51335700800000,Net 30               ,4/26/2013 0:00,1/26/2021 0:00
IN990366,IN990366SERV_GP,HEARTLAND FACILITIES,INDIANAPOLIS   ,9210 ROCKVILLE RD,,,INDIANAPOLIS,IN,46234,70876819730000,Net 30               ,7/15/2020 0:00,6/17/2021 0:00
HEATCRAFT,HEATCRAFTMECH_GP,HEATCRAFT,COMMERCIAL     ,2175 W. PARK PLACE BLVD,,,STONE MOUNTAIN,GA,30087,00000000000000,Net 10               ,9/12/2025 0:00,9/12/2025 0:00
WV950317,WV950317SERV_GP,"HEATING SYSTEMS, INC.",WEST VIRGINIA  ,P.O. BOX 6481,,,WHEELING,WV,26003,30423215810000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
CN990585,CN990585SERV_GP,"HEHEMANN, GARY",CINCINNATI     ,185 CEDARBROOK,,,LOVELAND,OH,45140,51367783650000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
HEIGHTS,HEIGHTSMECH_GP,Heights Development Ventures Co.,COMMERCIAL     ,4000 Miller-Valentine Court,,,Dayton,OH,45439,93729309000000,Net 10               ,4/28/2003 0:00,4/28/2003 0:00
LV970048,LV970048SERV_GP,HEINE BROS. COFFEE,LOUISVILLE     ,2714 FRANKFORT AVE,,,LOUISVILLE,KY,40207,50289955510000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX950017,LX950017SERV_GP,HEITMAN PROPERTIES,LEXINGTON      ,180 NORTH LASALLE STREET,,,CHICAGO,IL,60601,31262958530000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX200120,LX200120SERV_GP,HELLER BRUCE,LEXINGTON      ,107 FAIRWAY DRIVE,,,NICHOLASVILLE,KY,40356,85988754110000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX990033,LX990033SERV_GP,HELLER ED,LEXINGTON      ,106 MALLARD COURT,,,NICHOLASVILLE,KY,40356,00000000000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
IN990156,IN990156SERV_GP,HELMER SCIENTIFIC,INDIANAPOLIS   ,14400 BERGEN BLVD,,,NOBLESVILLE,IN,46060,31777390730000,Net 30               ,3/6/2014 0:00,1/26/2021 0:00
LV990159,LV990159SERV_GP,HELTON APPRAISAL SERVICE,LOUISVILLE     ,10533 C TIMBERWOOD CIRCLE,,,LOUISVILLE,KY,40223,50249187000000,Net 30               ,9/12/2014 0:00,9/12/2014 0:00
CN990183,CN990183SERV_GP,HEMMER CONSTRUCTION,CINCINNATI     ,1800 DONALDSON RD,,,ERLANGER,KY,41018,00000000000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX200102,LX200102SERV_GP,"HENDERSON, GREG",LEXINGTON      ,1040 CROSS KEY #11,,,LEXINGTON,KY,40504,85927824990000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
TN992021,TN992021SERV_GP,HENDERSONVILLE HF ASSETS C/O PREMIER PROPERTY MANAGEMENT LLC,NASHVILLE      ,6480 KINGSTON PIKE,,,KNOXVILLE,TN,37919,86523198090000,Net 30               ,10/12/2020 0:00,6/30/2022 0:00
448,448SERV_QUAD,Hendrick Screen Company,,,,,,,,,,,
IN030011,IN030011SERV_GP,HENDRICKSON TRAILER SUSPENSION SYSTEMS,INDIANAPOLIS   ,180 MOUNT ZION ROAD,,,LEBANON,IN,,76548202070000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN960213,CN960213SERV_GP,"HENDRIX, BARBARA",CINCINNATI     ,105 SHEFFIELD ROAD,,,CINCINNATI,OH,,51377142950000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
HENK,HENKMECH_GP,Henkel Corporation,COMMERCIAL     ,5051 Este Creek Drive,,,Cincinnati,OH,45232,51348223170000,Net 10               ,1/4/2000 0:00,3/28/2001 0:00
HENKLE SCHUELER,HENKLE SCHUELERMECH_GP,HENKLE SCHUELER,COMMERCIAL     ,3000-G HENKLE DR,,,LEBANON,OH,45036,51362175350000,Net 10               ,11/29/2005 0:00,5/25/2006 0:00
CN990157,CN990157SERV_GP,HENKLE(WARDS CORNER),CINCINNATI     ,3000G HENKLE DRIVE,,,LEBANON,OH,45036,51362175350000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN990523,CN990523SERV_GP,HENNEGAN PRINTING,CINCINNATI     ,7455 EMPIRE DRIVE,,,FLORENCE,KY,41042,85928236200000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
HEN001,HEN001SERV_GP,Hennessy Industrial Corp.,NASHVILLE      ,1601 Hennessy Drive,,,LaVergne,TN,37086,61564175330000,Net 30               ,6/3/2014 0:00,6/16/2014 0:00
IN990395,IN990395SERV_GP,HENRY SCHEIN INC,INDIANAPOLIS   ,6055 COMMERCE DR,,,WHITESTOWN,IN,46075,31769178510000,Net 30               ,8/20/2021 0:00,12/5/2022 0:00
IN990426,IN990426SERV_GP,"HENRY SCHEIN, INC.",INDIANAPOLIS   ,5315 WEST 74TH ST,,,INDIANAPOLIS,IN,46268,31787678004853,Net 30               ,11/14/2022 0:00,5/3/2023 0:00
WV990068,WV990068SERV_GP,HERALD DISPATCH,WEST VIRGINIA  ,946  5TH AVENUE,,,HUNTINGTON,WV,25701,30452627370000,Net 30               ,8/21/2007 0:00,1/26/2021 0:00
CN991285,CN991285SERV_GP,HERBERT CONSTRUCTION,CINCINNATI     ,190 CLARK AVENUE,,,LANESVILLE,OH,45308,51358216270000,Net 30               ,5/19/2010 0:00,1/26/2021 0:00
TN991928,TN991928SERV_GP,HERCULES COMPRESSION LLC,KNOXVILLE      ,2119 DURHAM ROAD,,,MADISON,CT,06443,86026238880000,Net 30               ,9/11/2018 0:00,1/30/2023 0:00
IN990130,IN990130SERV_GP,"HERITAGE INTERACTIVE SERVICES, LLC",INDIANAPOLIS   ,PO BOX 681490,,,INDIANAPOLIS,IN,46268,31733420440000,Net 30               ,3/18/2013 0:00,1/26/2021 0:00
LV990106,LV990106SERV_GP,HERITAGE PLACE PARTNERS LLC,LOUISVILLE     ,PROPERTY MANAGER,828 ROYAL PARKWAY,,NASHVILLE,TN,37214,61588599550000,Net 30               ,11/2/2010 0:00,11/2/2010 0:00
CN991982,CN991982SERV_GP,HERITAGE UNIVERSALIST UNITARIAN CHURCH,CINCINNATI     ,2710 NEWTON RD,,,CINCINNATI,OH,45214,51338376970000,Net 30               ,11/21/2018 0:00,1/26/2021 0:00
TN992043,TN992043SERV_GP,HERMAN TALLMAN,KNOXVILLE      ,531 HENLEY ST STE 700,,,KNOXVILLE,TN,37902,86567964410000,Net 30               ,5/4/2021 0:00,1/30/2023 0:00
HERMES,HERMESMECH_GP,Hermes Construction,COMMERCIAL     ,1 Moock Rd,,124N,Wilder,KY,41071,85978171980000,Net 10               ,8/12/2003 0:00,8/12/2003 0:00
IN990389,IN990389SERV_GP,HERO FACILITY SERVICES,INDIANAPOLIS   ,5103 E 16TH ST,,,INDIANAPOLIS,IN,46218,80083843760429,Net 30               ,6/24/2021 0:00,2/24/2022 0:00
IN990481,IN990481SERV_GP,HERON TECHNOLOGIES USA INC DBA AKH HERON TECHNOLOGIES,INDIANAPOLIS   ,7750 ZIONSVILLE RD,SUITE 800,,INDIANAPOLIS,IN,46268,31724359150000,Net 30               ,9/30/2024 0:00,10/20/2025 0:00
DY930144,DY930144SERV_GP,HERR FOODS INC,DAYTON         ,476 EAST 7TH STREET,,,CHILLICOTHE,OH,,80052384680000,                     ,10/6/2004 0:00,1/26/2021 0:00
DY990892,DY990892SERV_GP,HERR'SFOODS,DAYTON         ,476 E 7TH ST,,,CHILLICOTHE,OH,45601,74077382820000,                     ,1/13/2016 0:00,1/26/2021 0:00
HERITAGE UNIV,HERITAGE UNIVMECH_GP,Hertiage Universalist Unitarian Church,COMMERCIAL     ,2710 Newtown Rd,,,Cincinnati,OH,45214,00000000000000,Net 10               ,1/10/2012 0:00,1/10/2012 0:00
DY990965,DY990965SERV_GP,HERTZ INVESTMENT GROUP,COLUMBUS       ,65 EAST STATE ST,SUITE 1250,,COLUMBUS,OH,43215,61428005800000,Net 30               ,10/2/2018 0:00,1/26/2021 0:00
CN990776,CN990776SERV_GP,HESKAMP PRINTING,CINCINNATI     ,3517 CARDIFF AVENUE,,,CINCINNATI,OH,45209,81387167700000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN990008,CN990008SERV_GP,"HESS, WILLIAM",CINCINNATI     ,7815 HOPPER RD,,,CINCINNATI,OH,45255,51323257420000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
DY991077,DY991077SERV_GP,HEXA AMERICAS,DAYTON         ,1150 SOUTH VANDERMARK RD,,,SIDNEY,OH,45365,93749779000000,                     ,5/18/2023 0:00,7/12/2024 0:00
DY980076,DY980076SERV_GP,HEXCEL CORPORATION,DAYTON         ,815 LAWRENCE,,,LANCASTER,OH,,74065315400000,                     ,10/6/2004 0:00,1/26/2021 0:00
HGC,HGCMECH_GP,HGC Construction,COMMERCIAL     ,2814 Stanton Ave,,,Cincinnati,OH,45206,51386188660000,Net 10               ,6/21/2011 0:00,11/9/2012 0:00
DY980013,DY980013SERV_GP,HGC CONSTRUCTION,DAYTON         ,2814 STANTON AVENUE,,,CINCINNATI,OHIO,,51386188660000,                     ,10/6/2004 0:00,1/26/2021 0:00
CN992026,CN992026SERV_GP,"HH ASSOCIATES US, INC",CINCINNATI     ,7141 EAST KEMPER RD,,,CINCINNATI,OH,45249,85951210760000,Net 30               ,7/12/2019 0:00,11/6/2025 0:00
TN991891,TN991891SERV_GP,HH PARKSIDE LLC,KNOXVILLE      ,311 S WEISGARBER RD,,,KNOXVILLE,TN,37919,86524981320000,Net 30               ,3/26/2018 0:00,1/30/2023 0:00
TN991892,TN991892SERV_GP,HHB PARKSIDE LLC,KNOXVILLE      ,11601 PARKSIDE DRIVE,,,KNOXVILLE,TN,37919,86524981320000,Net 30               ,3/26/2018 0:00,1/30/2023 0:00
IN040020,IN040020SERV_GP,HHC GRACE,INDIANAPOLIS   ,"8802 BASH STREET, SUITE D",,,INDIANAPOLIS,IN,,31784240400000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN991697,TN991697SERV_GP,HI FIVE DEVELOPMENT SERVICES,KNOXVILLE      ,202 W. MAIN STREET,,,MASON,OH,45040,51333692800000,Net 30               ,11/13/2014 0:00,1/30/2023 0:00
CN991891,CN991891SERV_GP,"HICE, JULIE",CINCINNATI     ,5945 LENGWOOD DR,,,TURPIN HILLS,OH,45244,51331751540000,Net 30               ,9/25/2017 0:00,1/26/2021 0:00
HIGH FIVE,HIGH FIVEMECH_GP,HiFive  Development Services,COMMERCIAL     ,202 West Main Street,,,Mason,OH,45040,51362396120000,Net 10               ,8/29/2002 0:00,11/5/2015 0:00
CN991482,CN991482SERV_GP,HIFIVE DEVELOPMENT,CINCINNATI     ,202 W MAIN ST.,,,MASON,OH,45040,51333692810000,Net 30               ,1/7/2013 0:00,1/26/2021 0:00
LV990161,LV990161SERV_GP,HIGDON APPRAISAL SERVICE INC,LOUISVILLE     ,10535 B TIMBERWOOD CIRCLE,,,LOUISVILLE,KY,40223,50224433530000,Net 30               ,9/12/2014 0:00,9/12/2014 0:00
LV990162,LV990162SERV_GP,"HIGDON, KENNEDY & MYERS",LOUISVILLE     ,"HIGDON, KENNEDY & MYERS",10537 A TIMBERWOOD CIRCLE,,LOUISVILLE,KY,40223,50242560000000,Net 30               ,9/12/2014 0:00,9/12/2014 0:00
