Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Support Category,Company Website,Notes
NUCO2,Commercial Services,Beverage gas services,4246,Entity Inference,Final,,,Imported from Batch3.md
OAK HILL SCHOOL,Private Schools (K–12),Private/parochial school (verify),6111,Heuristic,Final,,,Imported from Batch3.md
OAK RIDGE LOCKSMITH,Commercial Services,Locksmith services,5616,Rule-Based,Final,,,Imported from Batch3.md
OAK RIDGE NATIONAL LABORATORY,Municipal / Local Government,Federal research laboratory,5417,Entity Inference,Final,,,Imported from Batch3.md
OBARA,Manufacturing,Welding automation (verify),3339,Heuristic,Final,,,Imported from Batch3.md
ODW LOGISTICS,Commercial Services,Logistics/3PL,4931,Entity Inference,Final,,,Imported from Batch3.md
OFFICE FURNITURE SOURCE,Commercial Services,Office furniture distribution,4232,Rule-Based,Final,,,Imported from Batch3.md
OGARA HESS AND EISENHARGT ARMORING,Manufacturing,Vehicle armoring,3369,Entity Inference,Final,,,Imported from Batch3.md; resolved 'OGARA HESS AND EISENHARDT ARMORING' -> 'OGARA HESS AND EISENHARGT ARMORING'
OHIO VALLEY EDUCATIONAL COOPERATIVE,Municipal / Local Government,Education cooperative,6117,Rule-Based,Final,,,Imported from Batch3.md
OHIO VALLEY ELECTRICAL SERVICES,Construction,Electrical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
OIA GLOBAL,Commercial Services,Logistics/freight forwarding,4885,Entity Inference,Final,,,Imported from Batch3.md
OLD TIME POTTERY,Commercial Services,Retail,4422,Entity Inference,Final,Hospitality,,Imported from Batch3.md
OLD TIME POTTERY BILLING,Commercial Services,Retail,4422,Entity Inference,Final,Hospitality,,Imported from Batch3.md
OLIVE GARDEN,Commercial Services,Restaurant,7225,Entity Inference,Final,Hospitality,,Imported from Batch3.md
OLLIES BARGAIN OUTLET,Commercial Services,Discount retail,4523,Entity Inference,Final,Hospitality,,Imported from Batch3.md
OLYMBEC USA,Commercial Real Estate,Industrial real estate (verify),5311,Heuristic,Final,,,Imported from Batch3.md
OMNIA360 FACILITY SOLUTIONS,Commercial Services,Facilities services (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
ON DISPLAY,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch3.md
ONEC1TY,Commercial Real Estate,Mixed-use development (verify),5311,Heuristic,Final,,,Imported from Batch3.md
OPTIMIRA ENERGY,Commercial Services,Energy services (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
OROURKE WRECKING,Construction,Demolition contractor,2389,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
ORSANCO,Municipal / Local Government,Regional commission/public authority,9211,Heuristic,Final,,,Imported from Batch3.md
ORTHOPEDIC SPORTS MEDICINE,Healthcare / Senior Living,Ortho / sports medicine,6211,Rule-Based,Final,,,Imported from Batch3.md
OSWALD,Commercial Services,Insurance services (likely),5242,Heuristic,Final,,,Imported from Batch3.md
OTC INDUSTRIAL TECHNOLOGIES,Commercial Services,Industrial distribution,4238,Entity Inference,Final,,,Imported from Batch3.md
OTICS USA,Manufacturing,Manufacturing (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
OTTERBEIN HOMES,Healthcare / Senior Living,Senior living,6233,Entity Inference,Final,,,Imported from Batch3.md
OUTPOST ARMORY,Commercial Services,Retail (firearms-related; classify only),4539,Rule-Based,Final,Hospitality,,Imported from Batch3.md
OVER THE RHINE COMMUNITY HOUSING,Non-Profit / Religious,Community housing nonprofit,8133,Rule-Based,Final,,,Imported from Batch3.md
OVERHEAD DOOR OF GREATER CINCINNATI,Construction,Overhead doors contractor,2382,Entity Inference,Final,Mechanical Contractor,,Imported from Batch3.md
PAIN TREATMENT CENTER,Healthcare / Senior Living,Pain management clinic,6211,Rule-Based,Final,,,Imported from Batch3.md
PALM RIDGE CAPITAL GROUP,Commercial Services,Investment entity,5239,Heuristic,Final,,,Imported from Batch3.md
PALMER CONSERVATION CONSULTING,Commercial Services,Consulting,5416,Rule-Based,Final,,,Imported from Batch3.md
PAM SPRAGUEDAVE COLLINS,Commercial Services,Person/entity ambiguous,,AI Analyst Research,Queued,,,Imported from Batch3.md
PANDORA JEWELLERY INCL PANDORA S9,Commercial Services,Jewelry retail,4483,Entity Inference,Final,Hospitality,,Imported from Batch3.md
PANDORA JEWLLERY,Commercial Services,Jewelry retail,4483,Entity Inference,Final,Hospitality,,Imported from Batch3.md; resolved 'PANDORA JEWELLERY' -> 'PANDORA JEWLLERY'
PANDORA S9,Commercial Services,Jewelry retail,4483,Entity Inference,Final,Hospitality,,Imported from Batch3.md
PANORAMA,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch3.md
PARIS BOURBON COUNTY YMCA,Non-Profit / Religious,YMCA nonprofit,8134,Rule-Based,Final,,,Imported from Batch3.md
PARIS INDEPENDENT SCHOOLS,Public Schools (K–12),Public school district,6111,Rule-Based,Final,,,Imported from Batch3.md
PARK PLACE AT LYTLE,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
PARKSTONE INDIANAPOLIS,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
PASSAGEWAYS DBA ONBOARD,Commercial Services,Services (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md; expanded tokens ['ONBOARD'] -> 'PASSAGEWAYS DBA ONBOARD'
PASTELITOS CUBAN BAKERY,Commercial Services,Bakery/food service,7225,Rule-Based,Final,Hospitality,,Imported from Batch3.md
PATHOLOGY AND CYTOLOGY LAB,Commercial Services,Medical lab,6215,Rule-Based,Final,,,Imported from Batch3.md
PATRICK SHAAD,Commercial Services,Individual,,Rule-Based,Final,,,Imported from Batch3.md
PATTI ENGINEERING,Construction,Engineering services,5413,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
PAW PET ADVENTURES WORLDWIDE,Commercial Services,Pet services (unclear),,AI Analyst Research,Queued,Hospitality,,Imported from Batch3.md
PCS PURIFIED PHOSPHATES,Manufacturing,Chemical processing,325,Heuristic,Final,,,Imported from Batch3.md
PD PHARMATECH,Manufacturing,Pharmaceutical equipment/services,3339,Heuristic,Final,,,Imported from Batch3.md
PEACE COMMUNICATIONS,Commercial Services,Telecom/IT (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
PEACOCK NORTHGATE,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
PEARSON VUE INDY,Commercial Services,Testing services,6117,Entity Inference,Final,,,"Imported from Batch3.md; expanded tokens ['PEARSON', 'VUE'] -> 'PEARSON VUE INDY'"
PEARSON VUE INDYLEX,Commercial Services,Testing services,6117,Entity Inference,Final,,,Imported from Batch3.md
PEARSON VUE LEX,Commercial Services,Testing services,6117,Entity Inference,Final,,,"Imported from Batch3.md; expanded tokens ['PEARSON', 'VUE'] -> 'PEARSON VUE LEX'"
PEASLEE NEIGHBORHOOD CENTER,Non-Profit / Religious,Community nonprofit,8133,Rule-Based,Final,,,Imported from Batch3.md
PEBBLE BROOK GOLF CLUB,Commercial Services,Golf club,7139,Rule-Based,Final,Hospitality,,Imported from Batch3.md
PENTAGON GROUP,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch3.md
PEOPLE WORKING COOPERATIVELY,Non-Profit / Religious,Social services nonprofit,8133,Rule-Based,Final,,,Imported from Batch3.md
PEPOS BURRITO BAR 2,Commercial Services,Restaurant,7225,Rule-Based,Final,Hospitality,,Imported from Batch3.md
PEPSIAMERICAS,Manufacturing,Beverage (distribution/manufacturing),3121,Entity Inference,Final,,,Imported from Batch3.md
PEPSICO,Manufacturing,Food/beverage manufacturing,311/312,Entity Inference,Final,,,Imported from Batch3.md
PEPSICO NASS ACCOUNTS PAYABLES,Commercial Services,Corporate AP entity,311/312,Entity Inference,Final,,,Imported from Batch3.md
PERFECTION GROUP,Unknown / Needs Review,Your organization (internal),2382,Manual Override,Final,,,Imported from Batch3.md
PERFECTION MECHANICAL,Unknown / Needs Review,Mechanical contractor (internal brand),2382,Manual Override,Final,,,Imported from Batch3.md
PERFECTION PRINTING,Commercial Services,Printing services,3231,Heuristic,Final,Hospitality,,Imported from Batch3.md
PERFECTION SERVICES,Unknown / Needs Review,Services (internal brand),2382,Manual Override,Final,,,Imported from Batch3.md
PERFECTSERVE,Commercial Services,Healthcare communications software,5112,Entity Inference,Final,,,Imported from Batch2.md
PERFETTI VANMELLE,Manufacturing,Confectionery manufacturing,3113,Entity Inference,Final,,,Imported from Batch2.md
PERFORMANCE CONTRACTING,Construction,Specialty contracting (insulation/interiors),2383,Entity Inference,Final,Mechanical Contractor,,Imported from Batch2.md
PERFORMANCE FOOD SERVICE,Commercial Services,Food distribution,4244,Entity Inference,Final,,,Imported from Batch2.md
PERKINS PLACE II,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch2.md
PETERS ROAD PARTNERSHIP,Commercial Real Estate,Property partnership,5311,Rule-Based,Final,,,Imported from Batch2.md
PETLAND,Commercial Services,Pet retail,4539,Entity Inference,Final,Hospitality,,Imported from Batch2.md
PETRIA LOWENSTINE,Commercial Services,Professional services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
PFG CUSTOMIZED,Commercial Services,Food distribution,4244,Entity Inference,Final,,,Imported from Batch2.md
PG AND A,Commercial Services,Ambiguous acronym,,AI-Assisted Search,Final,,,Imported from Batch2.md
PG AND A PGNA PGNA,Commercial Services,Ambiguous acronym,,AI Analyst Research,Queued,,,Imported from Batch2.md; unresolved master canonical 'PG AND A PGNA PGNA'
PGNA,Commercial Services,Ambiguous acronym,,AI-Assisted Search,Final,,,Imported from Batch2.md
PGP HARRISON CROSSING OWNER,Commercial Real Estate,Shopping center owner entity,5311,Rule-Based,Final,,,Imported from Batch2.md
PHILLIPS EDISON,Commercial Real Estate,Retail REIT / property owner,5311,Entity Inference,Final,,,Imported from Batch2.md
PHOENIX METALS,Manufacturing,Metal manufacturing/processing,331,Heuristic,Final,,,Imported from Batch2.md
PHOENIX VERSAILLES INDUSTRIAL INVESTORS,Commercial Real Estate,Industrial property owner,5311,Rule-Based,Final,,,Imported from Batch2.md
PILOT CONTRACTING,Construction,General/specialty contractor,2362,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
PINNACLE TURKEY CREEK,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch2.md
PIONEER AUTOMOTIVE TECHNOLOGIES,Manufacturing,Automotive components,3363,Heuristic,Final,,,Imported from Batch2.md
PIRAMAL PHARMA SOLUTIONS,Manufacturing,Pharmaceutical manufacturing,3254,Entity Inference,Final,,,Imported from Batch2.md
PITT AND FRANK,Commercial Services,Professional services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
PLANET XCHANGE,Commercial Services,Recycling/IT? (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
PLUMB TECH SERVICES,Construction,Plumbing contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
PLUMBERS SUPPLY,Commercial Services,Plumbing wholesale,4237,Rule-Based,Final,,,Imported from Batch2.md
PNK OHIO DBA BELTERRA PARK,Commercial Services,Casino/entertainment venue,7132,Entity Inference,Final,Hospitality,,"Imported from Batch2.md; expanded tokens ['BELTERRA', 'PARK'] -> 'PNK OHIO DBA BELTERRA PARK'"
POINT BLANK RANGE AND GUNSHOP,Commercial Services,Retail/entertainment (range),7139,Rule-Based,Final,Hospitality,,Imported from Batch2.md
POLYMER SHAPES,Manufacturing,Plastics distribution/manufacturing,3261,Heuristic,Final,,,Imported from Batch2.md
POST GLOVER RESISTORS,Manufacturing,Electronic components,3344,Heuristic,Final,,,Imported from Batch2.md
POWERSCHOOL GROUP,Commercial Services,Education software,5112,Entity Inference,Final,,,Imported from Batch2.md
PPA CASTLE CREEK I AND II LP,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch2.md
PRATT INDUSTRIES,Manufacturing,Packaging/paper products,3222,Entity Inference,Final,,,Imported from Batch2.md
PRECEDENT LAKESIDE ACQUISITIONS,Commercial Real Estate,Property acquisition entity,5311,Rule-Based,Final,,,Imported from Batch2.md
PRECISE TOOLING SOLUTIONS,Manufacturing,Tooling / machining,3327,Heuristic,Final,,,Imported from Batch2.md
PRECISION WALLS,Construction,Drywall/framing contractor,2383,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
PREMIER DESIGN AND BUILD GROUP,Construction,Design-build contractor,2362,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
PREMIER TRANSPORTATION,Commercial Services,Transportation/logistics,4841,Rule-Based,Final,,,Imported from Batch2.md
PRIDE DELIVERY AND INSTALLATION,Commercial Services,Delivery/installation services,4842,Heuristic,Final,,,Imported from Batch2.md
PRO LIFT,Commercial Services,Equipment/material handling services,5324,Heuristic,Final,,,Imported from Batch2.md
PRO ONCALL TECHNOLOGIES,Commercial Services,IT/services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
PROCTOR AND GAMBLE,Manufacturing,Consumer products manufacturing,3256,Entity Inference,Final,,,Imported from Batch2.md
PROGRESSIVE LOGISTICS,Commercial Services,Logistics,4885,Rule-Based,Final,,,Imported from Batch2.md
PROLOGIS LP,Commercial Real Estate,Industrial REIT / logistics real estate,5311,Entity Inference,Final,,,Imported from Batch2.md
PROMOTION,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
PROTERIAL CABLE AMERICA,Manufacturing,Wire/cable manufacturing,3359,Heuristic,Final,,,Imported from Batch2.md
PROVISION CARES PROTON THERAPY CENTER,Healthcare / Senior Living,Specialty healthcare,6211,Rule-Based,Final,,,Imported from Batch2.md
PRUDENT GROWTH OPERATION,Commercial Real Estate,Investment/property (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
PSC CENTRAL PARK,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch2.md
PURE CONCEPT SALON AND SPA,Commercial Services,Salon/spa,8121,Rule-Based,Final,Hospitality,,Imported from Batch2.md
PUREMAXX FILTRATION,Manufacturing,Filtration products,3334,Heuristic,Final,,,Imported from Batch2.md
PVS NOLWOOD CHEMICALS,Manufacturing,Chemicals manufacturing,325,Entity Inference,Final,,,Imported from Batch2.md
QUALITY CONTROLS,Commercial Services,QA/testing services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
QUALITY MECHANICALS,Construction,Mechanical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
QUANDELL GROUP,Commercial Services,Construction services/engineering (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
QUANTUM INVESTMENTS AND MGMT,Commercial Real Estate,Investment/property mgmt (unclear),5313,Heuristic,Final,,,Imported from Batch2.md
QUEBECOR WORLD,Manufacturing,Printing manufacturing,3231,Entity Inference,Final,,,Imported from Batch2.md
QUEST DIAGNOSTICS LOUISVILLE,Healthcare / Senior Living,Clinical lab services,6215,Entity Inference,Final,,,Imported from Batch2.md
QUESTAR,Commercial Services,Ambiguous (utilities/telecom?),,AI Analyst Research,Queued,,,Imported from Batch2.md
RAINBOW RESTORATION,Construction,Restoration contractor,2361,Entity Inference,Final,Mechanical Contractor,,Imported from Batch2.md
RAVEN COMMERCIAL GROUP,Commercial Real Estate,Commercial property entity,5311,Heuristic,Final,,,Imported from Batch2.md
RAWLINGS GROUP,Commercial Services,Healthcare services (subrogation/claims),5242,Entity Inference,Final,,,Imported from Batch2.md
RAYMOND JAMES,Commercial Services,Financial services,5231,Entity Inference,Final,,,Imported from Batch2.md
RAYPAK,Manufacturing,HVAC/boilers/water heating equipment,3334,Entity Inference,Final,,,Imported from Batch2.md
RED BULL DISTRIBUTION CENTER,Manufacturing,Beverage distribution (not mfg),4244,Heuristic,Final,,,Imported from Batch2.md
REECECAMPBELL,Commercial Services,Professional services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
REED CONTRACTING GROUP,Construction,Contractor,2362,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
REEDS JEWELERS,Commercial Services,Jewelry retail,4483,Entity Inference,Final,Hospitality,,Imported from Batch2.md
REFRESCO BEVERAGES US,Manufacturing,Beverage manufacturing,3121,Entity Inference,Final,,,Imported from Batch2.md
REGAL REXNORD,Manufacturing,Industrial motors/drives,3353,Entity Inference,Final,,,Imported from Batch2.md
REGENCY,Commercial Real Estate,Property entity,5311,Heuristic,Final,,,Imported from Batch2.md
REGENCY WEST VIRGINIA VENTURES LL,Commercial Real Estate,Property entity,5311,Heuristic,Final,,,Imported from Batch2.md
REGENERATION BOND HILL SCHOOL,Public Schools (K–12),School entity (verify public/charter),6111,Heuristic,Final,,,Imported from Batch2.md
REILY FOODS,Manufacturing,Food manufacturing,311,Entity Inference,Final,,,Imported from Batch2.md
RELIABLE TRANSMISSION SERVICE,Commercial Services,Automotive repair/service,8111,Rule-Based,Final,,,Imported from Batch2.md
REMAX,Commercial Services,Real estate brokerage,5312,Entity Inference,Final,,,Imported from Batch2.md
RENEWAL BY ANDERSEN,Commercial Services,Home improvement services,4441,Entity Inference,Final,,,Imported from Batch2.md
RESISTATEMPS,Commercial Services,Products/services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
RESOURCE LABEL GROUP,Manufacturing,Label/packaging printing,3231,Entity Inference,Final,,,Imported from Batch2.md
RESULTANT,Commercial Services,Consulting,5416,Entity Inference,Final,,,Imported from Batch2.md
REVERE PLASTICS SYSTEMS CLYDE,Manufacturing,Plastics manufacturing,3261,Entity Inference,Final,,,Imported from Batch2.md
REXARC INTERNATIONAL,Commercial Services,Industrial gases equipment/service,3339,Heuristic,Final,,,Imported from Batch2.md
REYNOLDS FARM EQUIPMENT,Commercial Services,Equipment dealer/service,4238,Heuristic,Final,,,Imported from Batch2.md
